Date_time Time TC SENS Lockin1f Lockin2f X3 Y3 X3_ref Y3_ref
2021-07-16 16:30:49.465886 2192.5514068603516 15 16 0.01 0.0099 -0.000165434 0.000123174 3.58524e-05 3.57629e-06
2021-07-16 17:03:54.830442 4177.915963172913 15 16 0.0158 0.0157 -0.000227959 1.66596e-05 3.38557e-05 8.94074e-08
2021-07-16 17:35:00.093129 6043.178650140762 15 16 0.0251 0.025 -0.000231058 -6.79496e-06 3.60312e-05 -1.87755e-06
2021-07-16 18:06:25.363961 7928.449481487274 15 17 0.0398 0.0397 -0.00022179 2.9564e-05 3.64783e-05 -4.05314e-06
2021-07-16 18:37:10.607503 9773.693023204803 15 17 0.0631 0.0631 -0.000216545 4.51209e-05 3.61206e-05 -6.37773e-06
2021-07-16 18:57:56.341754 11019.428275108337 14 21 0.1 0.1 -0.000197412 6.5804e-05 4.00546e-05 -9.5368e-06
2021-07-16 19:18:21.609836 12244.696356534958 14 21 0.1259 0.1259 -0.00018406 7.72481e-05 3.81472e-05 -1.14442e-05
2021-07-16 19:38:46.828914 13469.91443490982 14 21 0.1585 0.1584 -0.000167848 9.05995e-05 3.62399e-05 -1.33515e-05
2021-07-16 19:59:12.045993 14695.131513357162 14 21 0.1995 0.1994 -0.000148774 0.00010109 3.33788e-05 -1.43052e-05
2021-07-16 20:19:37.265071 15920.350591897964 14 21 0.2512 0.2512 -0.00012684 0.000107766 2.9564e-05 -1.62126e-05
2021-07-16 20:40:02.488150 17145.573670625687 14 21 0.3162 0.3161 -0.000102044 0.000109673 2.57493e-05 -1.62126e-05
2021-07-16 21:00:27.709229 18370.794749498367 14 21 0.3981 0.398 -7.72481e-05 0.000105858 2.28883e-05 -1.62126e-05
2021-07-16 21:20:52.928307 19596.01382780075 14 21 0.5012 0.5012 -5.53133e-05 9.82289e-05 1.90736e-05 -1.62126e-05
2021-07-16 21:41:18.165387 20821.25190758705 14 21 0.631 0.631 -3.71935e-05 8.77385e-05 1.71663e-05 -1.43052e-05
2021-07-16 22:01:43.381465 22046.465985774994 14 21 0.7943 0.7942 -2.3842e-05 7.43871e-05 1.52589e-05 -1.33515e-05
2021-07-16 22:21:49.028424 23252.113944768906 13 21 1.0 0.7942 -1.33515e-05 6.2943e-05 1.23978e-05 -1.14442e-05
2021-07-16 22:41:54.233358 24457.319878578186 13 21 1.2589 0.9999 -6.67575e-06 5.14986e-05 1.14442e-05 -1.04905e-05
2021-07-16 23:01:59.443292 25662.527812480927 13 21 1.5849 1.2589 -1.90736e-06 4.19619e-05 9.5368e-06 -9.5368e-06
2021-07-16 23:22:04.651226 26867.736746788025 13 21 1.9953 1.5849 1.90736e-06 3.33788e-05 8.58313e-06 -7.62945e-06
2021-07-16 23:42:09.854160 28072.940680503845 13 21 2.511 1.9953 3.81473e-06 2.6703e-05 8.58313e-06 -6.67575e-06
2021-07-17 00:02:09.987803 29273.073323965073 13 21 3.162 2.5109 3.81473e-06 2.6703e-05 8.58313e-06 -6.67575e-06
2021-07-17 00:22:10.120447 30473.206967830658 13 21 3.981 3.162 4.7684e-06 2.0981e-05 7.62945e-06 -5.72208e-06
2021-07-17 00:42:15.275378 31678.3598985672 13 21 5.011 5.011 4.7684e-06 1.62126e-05 6.67575e-06 -4.7684e-06
2021-07-17 01:02:20.420308 32883.50682902336 13 21 6.309 6.3088 5.72208e-06 1.23978e-05 5.72208e-06 -4.7684e-06
2021-07-17 01:22:25.575239 34088.660759687424 13 21 7.943 7.9432 5.72208e-06 9.5368e-06 5.72208e-06 -4.7684e-06
2021-07-17 01:32:36.246167 34699.333688259125 11 21 10.0 10.0002 5.72208e-06 5.72208e-06 5.72208e-06 -2.86104e-06
2021-07-17 01:42:46.465070 35309.552590847015 11 21 15.848 15.8482 5.72208e-06 2.86104e-06 4.7684e-06 -1.90736e-06
2021-07-17 01:52:56.690973 35919.777493715286 11 21 25.11 25.1102 5.72208e-06 1.90736e-06 4.7684e-06 -1.90736e-06
2021-07-17 02:03:06.901875 36529.98839569092 11 21 39.81 39.8102 5.72208e-06 0.0 4.7684e-06 -1.90736e-06
2021-07-17 02:13:17.125778 37140.21229863167 11 21 63.09 63.0894 4.7684e-06 0.0 3.81473e-06 -9.53682e-07
