Date Time RTD Vsamp
2020-02-24 16:45:55.580918 1112.9317 0.00194121
2020-02-24 16:45:55.623921 1112.93295 0.00194121
2020-02-24 16:45:55.663923 1112.9331 0.00194121
2020-02-24 16:45:55.695925 1112.93457 0.00194121
2020-02-24 16:45:55.728927 1112.93723 0.00194121
2020-02-24 16:45:55.770929 1112.93804 0.00194121
2020-02-24 16:45:55.814932 1112.93958 0.00194121
2020-02-24 16:45:55.857934 1112.94179 0.00194121
2020-02-24 16:45:55.904937 1112.9429 0.00194121
2020-02-24 16:45:55.949939 1112.94246 0.00194121
2020-02-24 16:45:55.991942 1112.94209 0.00194121
2020-02-24 16:45:56.036944 1112.94298 0.00194121
2020-02-24 16:45:56.079947 1112.94224 0.00194121
2020-02-24 16:45:56.114949 1112.94357 0.00194121
2020-02-24 16:45:56.150951 1112.94482 0.00194121
2020-02-24 16:45:56.192953 1112.94409 0.00194121
2020-02-24 16:45:56.243956 1112.94445 0.00194121
2020-02-24 16:45:56.290959 1112.94519 0.00194121
2020-02-24 16:45:56.337962 1112.94526 0.00194121
2020-02-24 16:45:56.378964 1112.94689 0.00194121
2020-02-24 16:45:56.421966 1112.94541 0.00194121
2020-02-24 16:45:56.466969 1112.94689 0.00194121
2020-02-24 16:45:56.509971 1112.94865 0.00194121
2020-02-24 16:45:56.548974 1112.94947 0.00194121
2020-02-24 16:45:56.582976 1112.95072 0.00194121
2020-02-24 16:45:56.614977 1112.95344 0.00194121
2020-02-24 16:45:56.657980 1112.9561 0.00194121
2020-02-24 16:45:56.689982 1112.9561 0.00194121
2020-02-24 16:45:56.722984 1112.95956 0.00194121
2020-02-24 16:45:56.759986 1112.96045 0.00194121
2020-02-24 16:45:56.806988 1112.96111 0.00194121
2020-02-24 16:45:56.856991 1112.96148 0.00194121
2020-02-24 16:45:56.888993 1112.96118 0.00194121
2020-02-24 16:45:56.921995 1112.95971 0.00194121
2020-02-24 16:45:56.960997 1112.96089 0.00194121
2020-02-24 16:45:57.006000 1112.96251 0.00194121
2020-02-24 16:45:57.047002 1112.96236 0.00194121
2020-02-24 16:45:57.092005 1112.9631 0.00194121
2020-02-24 16:45:57.140007 1112.96553 0.00194121
2020-02-24 16:45:57.185010 1112.96833 0.00194121
2020-02-24 16:45:57.236013 1112.96892 0.00194121
2020-02-24 16:45:57.285016 1112.97017 0.00194121
2020-02-24 16:45:57.334019 1112.97128 0.00194121
2020-02-24 16:45:57.382021 1112.97356 0.00194121
2020-02-24 16:45:57.422024 1112.97194 0.00194121
2020-02-24 16:45:57.455025 1112.97194 0.00194121
2020-02-24 16:45:57.488027 1112.9743 0.00194121
2020-02-24 16:45:57.531030 1112.97342 0.00194121
2020-02-24 16:45:57.580033 1112.97437 0.00194121
2020-02-24 16:45:57.613035 1112.97482 0.00194121
2020-02-24 16:45:57.640036 1112.97666 0.00194121
2020-02-24 16:45:57.673038 1112.97636 0.00194121
2020-02-24 16:45:57.705040 1112.97939 0.00194121
2020-02-24 16:45:57.748042 1112.97953 0.00194121
2020-02-24 16:45:57.795045 1112.98086 0.00194121
2020-02-24 16:45:57.826047 1112.98049 0.00194121
2020-02-24 16:45:57.853048 1112.98196 0.00194121
2020-02-24 16:45:57.902051 1112.98418 0.00194121
2020-02-24 16:45:57.950054 1112.98395 0.00194121
2020-02-24 16:45:57.997056 1112.98484 0.00194121
2020-02-24 16:45:58.044059 1112.98624 0.00194121
2020-02-24 16:45:58.072061 1112.98639 0.00194121
2020-02-24 16:45:58.107063 1112.98801 0.00194121
2020-02-24 16:45:58.150065 1112.98926 0.00194121
2020-02-24 16:45:58.193068 1112.99272 0.00194121
2020-02-24 16:45:58.238070 1112.99449 0.00194121
2020-02-24 16:45:58.277073 1112.99479 0.00194121
2020-02-24 16:45:58.310074 1112.9967 0.00194121
2020-02-24 16:45:58.343076 1112.9972 0.00194121
2020-02-24 16:45:58.384079 1112.99815 0.00194121
2020-02-24 16:45:58.415080 1112.99748 0.00194121
2020-02-24 16:45:58.448082 1112.99931 0.00194121
2020-02-24 16:45:58.492085 1112.99922 0.00194121
2020-02-24 16:45:58.537087 1112.99877 0.00194121
2020-02-24 16:45:58.581090 1113.00127 0.00194121
2020-02-24 16:45:58.624092 1113.00171 0.00194121
2020-02-24 16:45:58.669095 1113.00267 0.00194121
2020-02-24 16:45:58.708097 1113.00377 0.00194121
2020-02-24 16:45:58.739099 1113.00363 0.00194121
2020-02-24 16:45:58.773101 1113.00422 0.00194121
2020-02-24 16:45:58.817103 1113.00606 0.00194121
2020-02-24 16:45:58.861106 1113.00709 0.00194121
2020-02-24 16:45:58.903108 1113.00842 0.00194121
2020-02-24 16:45:58.950111 1113.00886 0.00194121
2020-02-24 16:45:58.993113 1113.01129 0.00194121
2020-02-24 16:45:59.038116 1113.01321 0.00194121
2020-02-24 16:45:59.081118 1113.01394 0.00194121
2020-02-24 16:45:59.120121 1113.01439 0.00194121
2020-02-24 16:45:59.153123 1113.01475 0.00194121
2020-02-24 16:45:59.186124 1113.01439 0.00194121
2020-02-24 16:45:59.230127 1113.0152 0.00194121
2020-02-24 16:45:59.277130 1113.01719 0.00194121
2020-02-24 16:45:59.325132 1113.01829 0.00194121
2020-02-24 16:45:59.362135 1113.01792 0.00194121
2020-02-24 16:45:59.394136 1113.01792 0.00194121
2020-02-24 16:45:59.425138 1113.01954 0.00194121
2020-02-24 16:45:59.470141 1113.02212 0.00194121
2020-02-24 16:45:59.501143 1113.02286 0.00194121
2020-02-24 16:45:59.534144 1113.0208 0.00194121
2020-02-24 16:45:59.573147 1113.02198 0.00194121
2020-02-24 16:45:59.605148 1113.02411 0.00194121
2020-02-24 16:45:59.637150 1113.025 0.00194121
2020-02-24 16:45:59.682153 1113.02559 0.00194121
2020-02-24 16:45:59.725155 1113.02603 0.00194121
2020-02-24 16:45:59.769158 1113.02868 0.00194121
2020-02-24 16:45:59.815160 1113.02942 0.00194121
2020-02-24 16:45:59.860163 1113.0306 0.00194121
2020-02-24 16:45:59.903166 1113.03082 0.00194121
2020-02-24 16:45:59.946168 1113.03156 0.00194121
2020-02-24 16:45:59.986170 1113.03193 0.00194121
2020-02-24 16:46:00.018172 1113.03207 0.00194145
2020-02-24 16:46:00.051174 1113.03148 0.00194145
2020-02-24 16:46:00.094176 1113.03303 0.00194145
2020-02-24 16:46:00.126178 1113.03251 0.00194145
2020-02-24 16:46:00.157180 1113.03421 0.00194145
2020-02-24 16:46:00.202183 1113.03421 0.00194145
2020-02-24 16:46:00.249185 1113.03554 0.00194145
2020-02-24 16:46:00.293188 1113.03782 0.00194145
2020-02-24 16:46:00.337190 1113.04003 0.00194145
2020-02-24 16:46:00.381193 1113.0421 0.00194145
2020-02-24 16:46:00.420195 1113.04224 0.00194145
2020-02-24 16:46:00.452197 1113.04187 0.00194145
2020-02-24 16:46:00.483199 1113.04549 0.00194145
2020-02-24 16:46:00.528201 1113.04519 0.00194145
2020-02-24 16:46:00.571204 1113.04408 0.00194145
2020-02-24 16:46:00.615206 1113.04327 0.00194145
2020-02-24 16:46:00.662209 1113.04342 0.00194145
2020-02-24 16:46:00.706211 1113.04607 0.00194145
2020-02-24 16:46:00.750214 1113.04637 0.00194145
2020-02-24 16:46:00.793216 1113.04976 0.00194121
2020-02-24 16:46:00.832219 1113.05042 0.00194121
2020-02-24 16:46:00.865221 1113.05109 0.00194145
2020-02-24 16:46:00.898222 1113.05072 0.00194121
2020-02-24 16:46:00.940225 1113.0519 0.00194145
2020-02-24 16:46:00.987228 1113.05293 0.00194145
2020-02-24 16:46:01.018229 1113.05256 0.00194121
2020-02-24 16:46:01.050231 1113.05175 0.00194121
2020-02-24 16:46:01.097234 1113.05204 0.00194121
2020-02-24 16:46:01.139236 1113.05293 0.00194121
2020-02-24 16:46:01.184239 1113.05425 0.00194121
2020-02-24 16:46:01.227241 1113.053 0.00194145
2020-02-24 16:46:01.266243 1113.05322 0.00194145
2020-02-24 16:46:01.299245 1113.05617 0.00194121
2020-02-24 16:46:01.331247 1113.05632 0.00194145
2020-02-24 16:46:01.371249 1113.05882 0.00194121
2020-02-24 16:46:01.414252 1113.0589 0.00194145
2020-02-24 16:46:01.461255 1113.06221 0.00194145
2020-02-24 16:46:01.499257 1113.06325 0.00194145
2020-02-24 16:46:01.531259 1113.0659 0.00194121
2020-02-24 16:46:01.563260 1113.06627 0.00194145
2020-02-24 16:46:01.605263 1113.0673 0.00194145
2020-02-24 16:46:01.652266 1113.0684 0.00194145
2020-02-24 16:46:01.697268 1113.0701 0.00194145
2020-02-24 16:46:01.747271 1113.0701 0.00194145
2020-02-24 16:46:01.779273 1113.07025 0.00194145
2020-02-24 16:46:01.810275 1113.07106 0.00194145
2020-02-24 16:46:01.856277 1113.07246 0.00194145
2020-02-24 16:46:01.898280 1113.07216 0.00194145
2020-02-24 16:46:01.945282 1113.07224 0.00194145
2020-02-24 16:46:01.988285 1113.07231 0.00194145
2020-02-24 16:46:02.033287 1113.07386 0.00194145
2020-02-24 16:46:02.080290 1113.07482 0.00194145
2020-02-24 16:46:02.123292 1113.07592 0.00194145
2020-02-24 16:46:02.175295 1113.07577 0.00194145
2020-02-24 16:46:02.222298 1113.07754 0.00194145
2020-02-24 16:46:02.254300 1113.07776 0.00194145
2020-02-24 16:46:02.286302 1113.07835 0.00194145
2020-02-24 16:46:02.330304 1113.07961 0.00194145
2020-02-24 16:46:02.375307 1113.07997 0.00194145
2020-02-24 16:46:02.420309 1113.08226 0.00194145
2020-02-24 16:46:02.462312 1113.08359 0.00194145
2020-02-24 16:46:02.507314 1113.08499 0.00194145
2020-02-24 16:46:02.547317 1113.08403 0.00194145
2020-02-24 16:46:02.578319 1113.08418 0.00194145
2020-02-24 16:46:02.611320 1113.08418 0.00194145
2020-02-24 16:46:02.654323 1113.08447 0.00194145
2020-02-24 16:46:02.702326 1113.08484 0.00194145
2020-02-24 16:46:02.750328 1113.08572 0.00194145
2020-02-24 16:46:02.787330 1113.0858 0.00194121
2020-02-24 16:46:02.820332 1113.08543 0.00194121
2020-02-24 16:46:02.851334 1113.08852 0.00194145
2020-02-24 16:46:02.896337 1113.0897 0.00194121
2020-02-24 16:46:02.939339 1113.08963 0.00194145
2020-02-24 16:46:02.978341 1113.09096 0.00194145
2020-02-24 16:46:03.011343 1113.09102 0.00194145
2020-02-24 16:46:03.042345 1113.09079 0.00194145
2020-02-24 16:46:03.083347 1113.09188 0.00194145
2020-02-24 16:46:03.132350 1113.09333 0.00194145
2020-02-24 16:46:03.179353 1113.09508 0.00194145
2020-02-24 16:46:03.226356 1113.09617 0.00194145
2020-02-24 16:46:03.275358 1113.09755 0.00194145
2020-02-24 16:46:03.323361 1113.10116 0.00194145
2020-02-24 16:46:03.355363 1113.10183 0.00194145
2020-02-24 16:46:03.386365 1113.10271 0.00194145
2020-02-24 16:46:03.425367 1113.10345 0.00194145
2020-02-24 16:46:03.458369 1113.10345 0.00194145
2020-02-24 16:46:03.489371 1113.10448 0.00194145
2020-02-24 16:46:03.533373 1113.10566 0.00194145
2020-02-24 16:46:03.578376 1113.10647 0.00194145
2020-02-24 16:46:03.620378 1113.10758 0.00194145
2020-02-24 16:46:03.666381 1113.10691 0.00194145
2020-02-24 16:46:03.710383 1113.10942 0.00194145
2020-02-24 16:46:03.753386 1113.11104 0.00194145
2020-02-24 16:46:03.798388 1113.1117 0.00194145
2020-02-24 16:46:03.837391 1113.1117 0.00194145
2020-02-24 16:46:03.869392 1113.11104 0.00194145
2020-02-24 16:46:03.901394 1113.11369 0.00194145
2020-02-24 16:46:03.944397 1113.11694 0.00194145
2020-02-24 16:46:03.989399 1113.11399 0.00194145
2020-02-24 16:46:04.032402 1113.11406 0.00194145
2020-02-24 16:46:04.077404 1113.11502 0.00194145
2020-02-24 16:46:04.122407 1113.1159 0.00194145
2020-02-24 16:46:04.165409 1113.11612 0.00194145
2020-02-24 16:46:04.210412 1113.11804 0.00194145
2020-02-24 16:46:04.249414 1113.11907 0.00194145
2020-02-24 16:46:04.281416 1113.12084 0.00194145
2020-02-24 16:46:04.313418 1113.12047 0.00194145
2020-02-24 16:46:04.354420 1113.1218 0.00194145
2020-02-24 16:46:04.395422 1113.12224 0.00194145
2020-02-24 16:46:04.442425 1113.12305 0.00194145
2020-02-24 16:46:04.480427 1113.12386 0.00194145
2020-02-24 16:46:04.512429 1113.12401 0.00194145
2020-02-24 16:46:04.544431 1113.12467 0.00194145
2020-02-24 16:46:04.587433 1113.12629 0.00194145
2020-02-24 16:46:04.618435 1113.12688 0.00194145
2020-02-24 16:46:04.649437 1113.12873 0.00194145
2020-02-24 16:46:04.688439 1113.12968 0.00194145
2020-02-24 16:46:04.721441 1113.12976 0.00194145
2020-02-24 16:46:04.754443 1113.13072 0.00194145
2020-02-24 16:46:04.797445 1113.13153 0.00194145
2020-02-24 16:46:04.846448 1113.13366 0.00194145
2020-02-24 16:46:04.878450 1113.13322 0.00194145
2020-02-24 16:46:04.911452 1113.13307 0.00194145
2020-02-24 16:46:04.956455 1113.1319 0.00194145
2020-02-24 16:46:05.000457 1113.13131 0.00194145
2020-02-24 16:46:05.043460 1113.13241 0.00194145
2020-02-24 16:46:05.088462 1113.13241 0.00194145
2020-02-24 16:46:05.127464 1113.13396 0.00194145
2020-02-24 16:46:05.159466 1113.13418 0.00194145
2020-02-24 16:46:05.190468 1113.13661 0.00194145
2020-02-24 16:46:05.235471 1113.13985 0.00194145
2020-02-24 16:46:05.278473 1113.1417 0.00194145
2020-02-24 16:46:05.323476 1113.14229 0.00194145
2020-02-24 16:46:05.370478 1113.14318 0.00194145
2020-02-24 16:46:05.414481 1113.14402 0.00194145
2020-02-24 16:46:05.457483 1113.14441 0.00194145
2020-02-24 16:46:05.502486 1113.14561 0.00194145
2020-02-24 16:46:05.540488 1113.14644 0.00194145
2020-02-24 16:46:05.572490 1113.14608 0.00194145
2020-02-24 16:46:05.606492 1113.14808 0.00194145
2020-02-24 16:46:05.648494 1113.14933 0.00194145
2020-02-24 16:46:05.680496 1113.15007 0.00194145
2020-02-24 16:46:05.711498 1113.15066 0.00194145
2020-02-24 16:46:05.756500 1113.15177 0.00194145
2020-02-24 16:46:05.803503 1113.15147 0.00194145
2020-02-24 16:46:05.846505 1113.15331 0.00194145
2020-02-24 16:46:05.889508 1113.15353 0.00194145
2020-02-24 16:46:05.934510 1113.1553 0.00194145
2020-02-24 16:46:05.973513 1113.15471 0.00194145
2020-02-24 16:46:06.004514 1113.15339 0.00194145
2020-02-24 16:46:06.037516 1113.15501 0.00194145
2020-02-24 16:46:06.080519 1113.15619 0.00194145
2020-02-24 16:46:06.124521 1113.15707 0.00194145
2020-02-24 16:46:06.168524 1113.15648 0.00194145
2020-02-24 16:46:06.215527 1113.15722 0.00194145
2020-02-24 16:46:06.258529 1113.15965 0.00194145
2020-02-24 16:46:06.302532 1113.16002 0.00194145
2020-02-24 16:46:06.346534 1113.15987 0.00194145
2020-02-24 16:46:06.385536 1113.16024 0.00194145
2020-02-24 16:46:06.418538 1113.16054 0.00194145
2020-02-24 16:46:06.449540 1113.16245 0.00194145
2020-02-24 16:46:06.490542 1113.1637 0.00194145
2020-02-24 16:46:06.533545 1113.16459 0.00194145
2020-02-24 16:46:06.580547 1113.16702 0.00194145
2020-02-24 16:46:06.607549 1113.16857 0.00194145
2020-02-24 16:46:06.642551 1113.16901 0.00194145
2020-02-24 16:46:06.685553 1113.17026 0.00194145
