X3(V),Y3(V),f(Hz)
-2.2498848752484747e-07,5.585662869919585e-07,0.09718738738738739
-2.2105084510657745e-07,5.544423361149418e-07,0.09818828828828828
-2.1721038146185615e-07,5.503632600995907e-07,0.09918918918918919
-2.1346411399154195e-07,5.463288794185004e-07,0.10019009009009008
-2.0980916513085456e-07,5.423389810136607e-07,0.10119099099099099
-2.062427584124141e-07,5.383933214466402e-07,0.10219189189189189
-2.027622146687731e-07,5.344916298125235e-07,0.1031927927927928
-1.9936494837145474e-07,5.30633610434613e-07,0.10419369369369369
-1.9604846410328108e-07,5.268189453556899e-07,0.1051945945945946
-1.928103531606091e-07,5.230472966405074e-07,0.10619549549549549
-1.896482902819541e-07,5.193183085031362e-07,0.10719639639639639
-1.8656003049939628e-07,5.156316092718093e-07,0.1081972972972973
-1.8354340610909955e-07,5.119868132030111e-07,0.10919819819819819
-1.8059632375724011e-07,5.083835221557032e-07,0.1101990990990991
-1.7771676163763985e-07,5.048213271358138e-07,0.1112
-1.749027667974005e-07,5.01299809720375e-07,0.1122009009009009
-1.7215245254687318e-07,4.978185433700308e-07,0.1132018018018018
-1.6946399597033352e-07,4.943770946380046e-07,0.1142027027027027
-1.6683563553379164e-07,4.909750242830391e-07,0.1152036036036036
-1.6426566878642778e-07,4.876118882932789e-07,0.11620450450450451
-1.6175245015221902e-07,4.842872388275674e-07,0.1172054054054054
-1.5929438880839988e-07,4.81000625080164e-07,0.1182063063063063
-1.568899466474851e-07,4.777515940744586e-07,0.1192072072072072
-1.5453763631966841e-07,4.7453969139085727e-07,0.1202081081081081
-1.5223601935250407e-07,4.713644618336449e-07,0.12120900900900901
-1.4998370434486884e-07,4.682254500412842e-07,0.1222099099099099
-1.4777934523229577e-07,4.6512220104429184e-07,0.12321081081081081
-1.4562163962086543e-07,4.6205426077453506e-07,0.1242117117117117
-1.4350932718693547e-07,4.5902117652951965e-07,0.1252126126126126
-1.414411881400785e-07,4.560224973949784e-07,0.1262135135135135
-1.3941604174669782e-07,4.5305777462884227e-07,0.1272144144144144
-1.374327449118731e-07,4.5012656200944457e-07,0.1282153153153153
-1.35490190817086e-07,4.4722841615061605e-07,0.1292162162162162
-1.33587307611557e-07,4.4436289678612933e-07,0.1302171171171171
-1.31723057155014e-07,4.4152956702578207e-07,0.131218018018018
-1.298964338097965e-07,4.387279935852424e-07,0.1322189189189189
-1.2810646328027956e-07,4.3595774699162727e-07,0.1332198198198198
-1.2635220149768152e-07,4.3321840176664606e-07,0.1342207207207207
-1.2463273354839715e-07,4.3050953658901074e-07,0.1352216216216216
-1.229471726440707e-07,4.278307344376908e-07,0.1362225225225225
-1.2129465913169616e-07,4.251815827174797e-07,0.13722342342342342
-1.1967435954210164e-07,4.225616733682347e-07,0.1382243243243243
-1.1808546567524243e-07,4.1997060295905616e-07,0.1392252252252252
-1.1652719372079034e-07,4.1740797276857883e-07,0.14022612612612612
-1.1499878341257161e-07,4.1487338885246684e-07,0.141227027027027
-1.134994972154642e-07,4.123664620991245e-07,0.1422279279279279
-1.1202861954342318e-07,4.098868082745635e-07,0.1432288288288288
-1.1058545600736051e-07,4.074340480572992e-07,0.14422972972972972
-1.0916933269165524e-07,4.0500780706408607e-07,0.1452306306306306
-1.0777959545812557e-07,4.026077158672447e-07,0.1462315315315315
-1.0641560927634093e-07,4.002334100042791e-07,0.14723243243243242
-1.0507675757919978e-07,3.978845299804317e-07,0.14823333333333333
-1.037624416427458e-07,3.9556072126477763e-07,0.1492342342342342
-1.024720799892359e-07,3.932616342804153e-07,0.15023513513513512
-1.0120510781251871e-07,3.909869243892733e-07,0.15123603603603603
-9.996097642481878e-08,3.8873625187201134e-07,0.1522369369369369
-9.873915272406189e-08,3.8650928190346056e-07,0.15323783783783781
-9.753911868091385e-08,3.84305684524019e-07,0.15423873873873872
-9.63603708447385e-08,3.8212513460737993e-07,0.15523963963963963
-9.520241986771608e-08,3.799673118249528e-07,0.1562405405405405
-9.406479004639441e-08,3.7783190060730134e-07,0.15724144144144142
-9.29470188799764e-08,3.7571859010290603e-07,0.15824234234234233
-9.184865664467668e-08,3.736270741345311e-07,0.15924324324324324
-9.076926598350807e-08,3.71557051153456e-07,0.16024414414414412
-8.970842151088717e-08,3.6950822419181616e-07,0.16124504504504503
-8.866570943147175e-08,3.6748030081327205e-07,0.16224594594594594
-8.764072717266913e-08,3.6547299306221505e-07,0.16324684684684682
-8.663308303027813e-08,3.6348601741170114e-07,0.16424774774774772
-8.564239582674873e-08,3.615190947102866e-07,0.16524864864864863
-8.466829458156636e-08,3.595719501279297e-07,0.16624954954954954
-8.37104181932882e-08,3.576443131011075e-07,0.16725045045045042
-8.276841513277788e-08,3.557359172772864e-07,0.16825135135135133
-8.184194314720454e-08,3.538465004588723e-07,0.16925225225225224
-8.093066897439076e-08,3.5197580454675975e-07,0.17025315315315315
-8.00342680671098e-08,3.501235754835852e-07,0.17125405405405403
-7.915242432695029e-08,3.482895631967846e-07,0.17225495495495494
-7.828482984738207e-08,3.464735215415461e-07,0.17325585585585584
-7.743118466567183e-08,3.446752082437407e-07,0.17425675675675673
-7.659119652331131e-08,3.428943848429059e-07,0.17525765765765763
-7.57645806346363e-08,3.41130816635355e-07,0.17625855855855854
-7.495105946332505e-08,3.3938427261747113e-07,0.17725945945945945
-7.415036250648088e-08,3.3765452542924836e-07,0.17826036036036033
-7.336222608601242e-08,3.359413512981288e-07,0.17926126126126124
-7.258639314703973e-08,3.342445299831865e-07,0.18026216216216215
-7.182261306306288e-08,3.3256384471969904e-07,0.18126306306306306
-7.107064144764183e-08,3.3089908216414735e-07,0.18226396396396394
-7.033023997234672e-08,3.292500323396782e-07,0.18326486486486485
-6.9601176190746e-08,3.2761648858206197e-07,0.18426576576576575
-6.88832233682108e-08,3.25998247486173e-07,0.18526666666666664
-6.817616031732121e-08,3.2439510885301687e-07,0.18626756756756754
-6.747977123867076e-08,3.2280687563733026e-07,0.18726846846846845
-6.679384556687094e-08,3.2123335389576943e-07,0.18826936936936936
-6.611817782156804e-08,3.1967435273570626e-07,0.18927027027027024
-6.54525674632899e-08,3.181296842646469e-07,0.19027117117117115
-6.479681875394893e-08,3.165991635402854e-07,0.19127207207207206
-6.415074062183344e-08,3.150826085212039e-07,0.19227297297297297
-6.351414653092697e-08,3.135798400182273e-07,0.19327387387387385
-6.288685435440049e-08,3.1209068164644117e-07,0.19427477477477476
-6.226868625212957e-08,3.106149597778791e-07,0.19527567567567566
-6.165946855209306e-08,3.0915250349488256e-07,0.19627657657657654
-6.105903163551652e-08,3.0770314454413736e-07,0.19727747747747745
-6.04672098256288e-08,3.062667172913899e-07,0.19827837837837836
-5.988384127990392e-08,3.048430586768425e-07,0.19927927927927927
-5.93087678856677e-08,3.034320081712289e-07,0.20028018018018015
-5.874183515895039e-08,3.0203340773256913e-07,0.20128108108108106
-5.8182892146473944e-08,3.0064710176360105e-07,0.20228198198198197
-5.763179133066438e-08,2.992729370698876e-07,0.20328288288288285
-5.7088388537585255e-08,2.9791076281859515e-07,0.20428378378378376
-5.655254284769214e-08,2.9656043049794063e-07,0.20528468468468467
-5.6024116509310856e-08,2.952217938773014e-07,0.20628558558558557
-5.5502974854746905e-08,2.9389470896798446e-07,0.20728648648648645
-5.498898621893642e-08,2.925790339846492e-07,0.20828738738738736
-5.4482021860552726e-08,2.912746293073773e-07,0.20928828828828827
-5.398195588548501e-08,2.8998135744438483e-07,0.21028918918918918
-5.3488665172609915e-08,2.886990829953687e-07,0.21129009009009006
-5.3002029301778536e-08,2.8742767261548193e-07,0.21229099099099097
-5.25219304839453e-08,2.8616699497993033e-07,0.21329189189189188
-5.204825349336687e-08,2.8491692074918236e-07,0.21429279279279276
-5.158088560180256e-08,2.836773225347861e-07,0.21529369369369367
-5.111971651465032e-08,2.8244807486578503e-07,0.21629459459459457
-5.066463830895389e-08,2.812290541557248e-07,0.21729549549549548
-5.021554537322014e-08,2.8002013867024257e-07,0.21829639639639636
-4.9772334348987114e-08,2.788212084952321e-07,0.21929729729729727
-4.9334904074085605e-08,2.776321455055752e-07,0.22029819819819818
-4.890315552753944e-08,2.7645283333443245e-07,0.2212990990990991
-4.847699177605103e-08,2.7528315734308337e-07,0.22229999999999997
-4.8056317922021226e-08,2.7412300459130974e-07,0.22330090090090088
-4.7641041053054186e-08,2.7297226380831226e-07,0.2243018018018018
-4.723107019289915e-08,2.7183082536415253e-07,0.22530270270270267
-4.682631625378391e-08,2.706985812417125e-07,0.22630360360360358
-4.6426691990095e-08,2.695754250091627e-07,0.22730450450450448
-4.603211195336231e-08,2.6846125179293104e-07,0.2283054054054054
-4.564249244850652e-08,2.6735595825116394e-07,0.22930630630630627
-4.525775149130975e-08,2.662594425476713e-07,0.23030720720720718
-4.487780876707102e-08,2.651716043263479e-07,0.2313081081081081
-4.450258559040922e-08,2.640923446860621e-07,0.232309009009009
-4.4132004866178085e-08,2.630215661560052e-07,0.23330990990990988
-4.376599105145808e-08,2.6195917267149163e-07,0.2343108108108108
-4.3404470118592554e-08,2.609050695502034e-07,0.2353117117117117
-4.3047369519235184e-08,2.598591634688714e-07,0.23631261261261258
-4.269461814937803e-08,2.588213624403838e-07,0.23731351351351349
-4.234614631533004e-08,2.5779157579131647e-07,0.2383144144144144
-4.200188570061668e-08,2.567697141398753e-07,0.2393153153153153
-4.166176933377299e-08,2.557556893742454e-07,0.24031621621621618
-4.1325731557002665e-08,2.547494146313379e-07,0.2413171171171171
-4.0993707995677044e-08,2.5375080427592745e-07,0.242318018018018
-4.066563552864877e-08,2.5275977388017504e-07,0.2433189189189189
-4.0341452259355336e-08,2.517762402035257e-07,0.2443198198198198
-4.002109748768906e-08,2.508001211729773e-07,0.2453207207207207
-3.9704511682610727e-08,2.4983133586371206e-07,0.2463216216216216
-3.939163645548432e-08,2.4886980448008325e-07,0.2473225225225225
-3.908241453411191e-08,2.4791544833695274e-07,0.2483234234234234
-3.87767897374477e-08,2.469681898413705e-07,0.2493243243243243
-3.8474706950971365e-08,2.4602795247459084e-07,0.2503252252252252
-3.817611210270117e-08,2.450946607744185e-07,0.2513261261261261
-3.7880952139828276e-08,2.4416824031787883e-07,0.25232702702702703
-3.7589175005954e-08,2.432486177042054e-07,0.2533279279279279
-3.730072961891261e-08,2.4233572053813917e-07,0.2543288288288288
-3.7015565849162457e-08,2.414294774135336e-07,0.2553297297297297
-3.6733634498729286e-08,2.405298178972592e-07,0.2563306306306306
-3.645488728068557e-08,2.3963667251340254e-07,0.2573315315315315
-3.617927679915071e-08,2.387499727277529e-07,0.2583324324324324
-3.590675652979694e-08,2.3786965093257306e-07,0.2593333333333333
-3.5637280800846835e-08,2.369956404316463e-07,0.2603342342342342
-3.5370804774547934e-08,2.361278754255961e-07,0.2613351351351351
-3.510728442911163e-08,2.3526629099747257e-07,0.262336036036036
-3.4846676541102564e-08,2.344108230986006e-07,0.26333693693693694
-3.458893866826629e-08,2.3356140853468466e-07,0.2643378378378378
-3.4334029132782586e-08,2.3271798495216498e-07,0.2653387387387387
-3.4081907004932796e-08,2.3188049082482106e-07,0.26633963963963964
-3.3832532087169384e-08,2.3104886544061673e-07,0.2673405405405405
-3.358586489857667e-08,2.3022304888878278e-07,0.2683414414414414
-3.334186665971188e-08,2.2940298204713235e-07,0.26934234234234233
-3.3100499277815956e-08,2.2858860656960428e-07,0.2703432432432432
-3.286172533238401e-08,2.2777986487403083e-07,0.2713441441441441
-3.262550806108546e-08,2.2697670013012412e-07,0.27234504504504503
-3.239181134602435e-08,2.2617905624767854e-07,0.2733459459459459
-3.216059970033051e-08,2.2538687786498333e-07,0.27434684684684685
-3.193183825507269e-08,2.2460011033744333e-07,0.27534774774774773
-3.1705492746484673e-08,2.238186997264013e-07,0.2763486486486486
-3.148152950349622e-08,2.2304259278816024e-07,0.27734954954954955
-3.125991543556039e-08,2.2227173696320067e-07,0.2783504504504504
-3.1040618020769364e-08,2.215060803655886e-07,0.2793513513513513
-3.082360529425117e-08,2.2074557177257244e-07,0.28035225225225224
-3.0608845836839475e-08,2.1999016061436276e-07,0.2813531531531531
-3.039630876400953e-08,2.1923979696409306e-07,0.282354054054054
-3.018596371507305e-08,2.184944315279577e-07,0.28335495495495494
-2.997778084262515e-08,2.1775401563552308e-07,0.2843558558558558
-2.9771730802236703e-08,2.170185012302092e-07,0.28535675675675676
-2.9567784742385783e-08,2.1628784085993806e-07,0.28635765765765764
-2.9365914294621682e-08,2.155619876679459e-07,0.2873585585585585
-2.916609156395573e-08,2.1484089538375606e-07,0.28835945945945946
-2.8968289119472804e-08,2.141245183143093e-07,0.28936036036036034
-2.8772479985157725e-08,2.134128113352483e-07,0.2903612612612612
-2.857863763093125e-08,2.1270572988235408e-07,0.29136216216216215
-2.8386735963890016e-08,2.1200322994313083e-07,0.29236306306306303
-2.8196749319745273e-08,2.113052680485365e-07,0.2933639639639639
-2.8008652454455184e-08,2.1061180126485593e-07,0.29436486486486485
-2.7822420536046115e-08,2.099227871857153e-07,0.29536576576576573
-2.7638029136617456e-08,2.0923818392423265e-07,0.29636666666666667
-2.7455454224525974e-08,2.085579501053047e-07,0.29736756756756755
-2.727467215674468e-08,2.0788204485802477e-07,0.29836846846846843
-2.7095659671391948e-08,2.0721042780823159e-07,0.29936936936936936
-2.6918393880426764e-08,2.0654305907118491e-07,0.30037027027027025
-2.6742852262505502e-08,2.0587989924436595e-07,0.3013711711711711
-2.656901265599667e-08,2.052209094004007e-07,0.30237207207207206
-2.639685325214935e-08,2.0456605108010346e-07,0.30337297297297294
-2.62263525884116e-08,2.0391528628563819e-07,0.3043738738738738
-2.6057489541895065e-08,2.0326857747379552e-07,0.30537477477477476
-2.5890243322982322e-08,2.0262588754938363e-07,0.30637567567567564
-2.572459346907313e-08,2.0198717985873035e-07,0.3073765765765766
-2.556051983846654e-08,2.0135241818329456e-07,0.30837747747747746
-2.5398002604375145e-08,2.0072156673338498e-07,0.30937837837837834
-2.5237022249068523e-08,2.000945901419838e-07,0.3103792792792793
-2.50775595581427e-08,1.994714534586745e-07,0.31138018018018015
-2.491959561491223e-08,1.9885212214366982e-07,0.31238108108108104
-2.4763111794922452e-08,1.9823656206194032e-07,0.31338198198198197
-2.4608089760578544e-08,1.976247394774398e-07,0.31438288288288285
-2.4454511455888752e-08,1.970166210474265e-07,0.31538378378378373
-2.430235910131911e-08,1.96412173816879e-07,0.31638468468468467
-2.4151615188756915e-08,1.9581136521300373e-07,0.31738558558558555
-2.4002262476580073e-08,1.9521416303983268e-07,0.3183864864864865
-2.3854283984830494e-08,1.9462053547291158e-07,0.31938738738738737
-2.3707662990488175e-08,1.940304510540732e-07,0.32038828828828825
-2.3562383022844312e-08,1.934438786862979e-07,0.3213891891891892
-2.341842785897068e-08,1.9286078762865741e-07,0.32239009009009006
-2.3275781519283146e-08,1.9228114749134124e-07,0.32339099099099095
-2.3134428263197143e-08,1.9170492823076453e-07,0.3243918918918919
-2.2994352584872786e-08,1.9113210014475456e-07,0.32539279279279276
-2.2855539209047736e-08,1.9056263386781601e-07,0.32639369369369364
-2.2717973086955615e-08,1.899965003664726e-07,0.3273945945945946
-2.2581639392328046e-08,1.8943367093468394e-07,0.32839549549549546
-2.2446523517478344e-08,1.888741171893362e-07,0.3293963963963964
-2.2312611069464965e-08,1.883178110658052e-07,0.3303972972972973
-2.217988786633294e-08,1.8776472481359118e-07,0.33139819819819816
-2.2048339933431412e-08,1.8721483099202272e-07,0.3323990990990991
-2.191795349980558e-08,1.8666810246603008e-07,0.3334
-2.178871499466129e-08,1.8612451240198517e-07,0.33440090090090085
-2.1660611043900708e-08,1.8558403426360848e-07,0.3354018018018018
-2.153362846672737e-08,1.850466418079403e-07,0.33640270270270267
-2.1407754272319087e-08,1.845123090813765e-07,0.33740360360360355
-2.1282975656567085e-08,1.8398101041576614e-07,0.3384045045045045
-2.115927999888006e-08,1.834527204245715e-07,0.33940540540540537
-2.1036654859051383e-08,1.829274139990878e-07,0.3404063063063063
-2.091508797418847e-08,1.8240506630472323e-07,0.3414072072072072
-2.0794567255702445e-08,1.8188565277733624e-07,0.34240810810810807
-2.06750807863571e-08,1.81369149119631e-07,0.343409009009009
-2.0556616817375697e-08,1.8085553129760863e-07,0.3444099099099099
-2.043916376560432e-08,1.803447755370741e-07,0.34541081081081076
-2.032271021073049e-08,1.7983685832019684e-07,0.3464117117117117
-2.0207244892556067e-08,1.7933175638212578e-07,0.3474126126126126
-2.0092756708322694e-08,1.7882944670765518e-07,0.34841351351351346
-1.9979234710089393e-08,1.783299065279439e-07,0.3494144144144144
-1.9866668102160404e-08,1.778331133172833e-07,0.3504153153153153
-1.9755046238562762e-08,1.7733904478991664e-07,0.3514162162162162
-1.964435862057211e-08,1.7684767889690587e-07,0.3524171171171171
-1.9534594894285983e-08,1.763589938230472e-07,0.353418018018018
-1.942574484824337e-08,1.7587296798383368e-07,0.3544189189189189
-1.9317798411089646e-08,1.7538958002246416e-07,0.3554198198198198
-1.9210745649285708e-08,1.749088088068973e-07,0.3564207207207207
-1.9104576764860738e-08,1.7443063342695111e-07,0.3574216216216216
-1.8999282093207182e-08,1.7395503319144568e-07,0.3584225225225225
-1.889485210091748e-08,1.7348198762538994e-07,0.35942342342342337
-1.879127738366124e-08,1.730114764672098e-07,0.3604243243243243
-1.868854866410246e-08,1.7254347966601934e-07,0.3614252252252252
-1.8586656789855423e-08,1.7207797737893174e-07,0.3624261261261261
-1.848559273147896e-08,1.7161494996841154e-07,0.363427027027027
-1.8385347580507824e-08,1.7115437799966597e-07,0.3644279279279279
-1.82859125475207e-08,1.7069624223807517e-07,0.3654288288288288
-1.8187278960243985e-08,1.702405236466614e-07,0.3664297297297297
-1.8089438261690447e-08,1.697872033835949e-07,0.3674306306306306
-1.7992382008332302e-08,1.6933626279973762e-07,0.3684315315315315
-1.7896101868307754e-08,1.688876834362228e-07,0.3694324324324324
-1.78005896196604e-08,1.684414470220704e-07,0.3704333333333333
-1.770583714861086e-08,1.679975354718381e-07,0.3714342342342342
-1.7611836447859833e-08,1.675559308833061e-07,0.3724351351351351
-1.751857961492207e-08,1.6711661553519698e-07,0.37343603603603603
-1.7426058850490515e-08,1.666795718849275e-07,0.3744369369369369
-1.7334266456830078e-08,1.6624478256639507e-07,0.3754378378378378
-1.7243194836200345e-08,1.6581223038779473e-07,0.37643873873873873
-1.7152836489306766e-08,1.653818983294694e-07,0.3774396396396396
-1.706318401377952e-08,1.649537695417904e-07,0.3784405405405405
-1.6974230102679773e-08,1.6452782734306916e-07,0.37944144144144143
-1.6885967543032488e-08,1.6410405521749886e-07,0.3804423423423423
-1.679838921438553e-08,1.6368243681312634e-07,0.3814432432432432
-1.6711488087394196e-08,1.6326295593985232e-07,0.3824441441441441
-1.6625257222431108e-08,1.6284559656746148e-07,0.383445045045045
-1.6539689768220397e-08,1.6243034282367972e-07,0.38444594594594594
-1.6454778960496282e-08,1.620171789922601e-07,0.3854468468468468
-1.6370518120685043e-08,1.616060895110957e-07,0.3864477477477477
-1.6286900654610256e-08,1.6119705897035942e-07,0.38744864864864864
-1.6203920051220723e-08,1.607900721106704e-07,0.3884495495495495
-1.6121569881340546e-08,1.6038511382128635e-07,0.3894504504504504
-1.6039843796441075e-08,1.5998216913832147e-07,0.39045135135135134
-1.5958735527434214e-08,1.595812232429899e-07,0.3914522522522522
-1.5878238883486573e-08,1.5918226145987337e-07,0.3924531531531531
-1.579834775085429e-08,1.5878526925521378e-07,0.39345405405405404
-1.5719056091737845e-08,1.5839023223522962e-07,0.3944549549549549
-1.5640357943156696e-08,1.5799713614445594e-07,0.3954558558558558
-1.5562247415843162e-08,1.5760596686410728e-07,0.39645675675675673
-1.5484718693155415e-08,1.5721671041046441e-07,0.3974576576576576
-1.5407766030008868e-08,1.5682935293328222e-07,0.39845855855855855
-1.533138375182599e-08,1.56443880714221e-07,0.39945945945945943
-1.525556625350387e-08,1.5606028016529863e-07,0.4004603603603603
-1.518030799839938e-08,1.5567853782736465e-07,0.40146126126126125
-1.510560351733149e-08,1.552986403685953e-07,0.40246216216216213
-1.5031447407600524e-08,1.5492057458300947e-07,0.403463063063063
-1.4957834332023807e-08,1.5454432738900452e-07,0.40446396396396395
-1.4884759017987765e-08,1.541698858279134e-07,0.4054648648648648
-1.481221625651569e-08,1.5379723706258e-07,0.4064657657657657
-1.4740200901351275e-08,1.5342636837595539e-07,0.40746666666666664
-1.4668707868057445e-08,1.5305726716971238e-07,0.4084675675675675
-1.4597732133130122e-08,1.5268992096287918e-07,0.40946846846846846
-1.4527268733126854e-08,1.5232431739049203e-07,0.41046936936936934
-1.4457312763809787e-08,1.5196044420226537e-07,0.4114702702702702
-1.4387859379302897e-08,1.515982892612806e-07,0.41247117117117116
-1.431890379126312e-08,1.512378405426926e-07,0.41347207207207204
-1.425044126806512e-08,1.5087908613245317e-07,0.4144729729729729
-1.418246713399952e-08,1.5052201422605234e-07,0.41547387387387386
-1.4114976768484197e-08,1.5016661312727593e-07,0.41647477477477474
-1.404796560528855e-08,1.4981287124698025e-07,0.4174756756756756
-1.3981429131770418e-08,1.4946077710188314e-07,0.41847657657657655
-1.3915362888125426e-08,1.4911031931337083e-07,0.41947747747747743
-1.3849762466648533e-08,1.4876148660632115e-07,0.42047837837837837
-1.3784623511007545e-08,1.48414267807942e-07,0.42147927927927925
-1.3719941715528416e-08,1.4806865184662556e-07,0.42248018018018013
-1.365571282449206e-08,1.4772462775081758e-07,0.42348108108108107
