R,X2,Y2,freq,modified X2,modified Y2,theta,theta_smooth
0.0003063135016547589,-0.00023016400000000001,-0.00020212,10.0,0.00020212,-0.000230164,0.7206149266851409,0.7206149266851409
0.0002800311799228793,-0.00021982299999999999,-0.00017348,11.931,0.00017348000000000003,-0.00021982299999999999,0.6681087093686711,0.6681087093686711
0.0002550281164832615,-0.00020876599999999999,-0.000146479,14.235999999999999,0.00014647900000000003,-0.00020876599999999996,0.6118271479096105,0.6118271479096105
0.00023115717724959354,-0.000196905,-0.000121087,16.986,0.00012108700000000003,-0.000196905,0.5513406812046886,0.5513406812046886
0.00020833095988616288,-0.00018417900000000003,-9.736469999999999e-05,20.26,9.736469999999999e-05,-0.00018417900000000003,0.48629755874293773,0.48629755874293773
0.0001866072746471852,-0.000170709,-7.53705e-05,24.18,7.53705e-05,-0.000170709,0.41577502242285314,0.41577502242285314
0.00016598235031725511,-0.000156463,-5.54028e-05,28.85,5.540280000000002e-05,-0.000156463,0.34031845124796684,0.34031845124796684
0.00014661558972892344,-0.000141741,-3.74916e-05,34.42,3.74916e-05,-0.000141741,0.2585857706467712,0.2585857706467712
0.00012843220160209043,-0.000126571,-2.17856e-05,41.07,2.178560000000002e-05,-0.000126571,0.17045141635409194,0.17045141635409194
0.00011151466805208361,-0.00011119299999999999,-8.46392e-06,49.01,8.463919999999997e-06,-0.00011119299999999999,0.0759726743541128,0.0759726743541128
9.593775018934988e-05,-9.59043e-05,2.53321e-06,58.48,-2.533209999999993e-06,-9.59043e-05,-0.02640779516329463,-0.02640779516329463
8.170741659219193e-05,-8.09436e-05,1.1146099999999998e-05,69.77,-1.1146099999999986e-05,-8.09436e-05,-0.13684146214621784,-0.13684146214621784
6.88162299701168e-05,-6.657890000000001e-05,1.74047e-05,83.25,-1.7404699999999996e-05,-6.657890000000002e-05,-0.25569267859306005,-0.25569267859306005
5.726266033812959e-05,-5.3078199999999996e-05,2.14876e-05,99.33,-2.14876e-05,-5.3078199999999996e-05,-0.3846624507059956,-0.3846624507059956
4.703498870298578e-05,-4.07698e-05,2.3454499999999997e-05,118.52,-2.34545e-05,-4.07698e-05,-0.5220529647477207,-0.5220529647477207
3.8119513283881265e-05,-2.9862e-05,2.3693e-05,141.42,-2.3693000000000005e-05,-2.9862e-05,-0.6707136289211139,-0.6707136289211139
3.0397862794940043e-05,-2.05041e-05,2.24413e-05,168.73,-2.2441299999999998e-05,-2.0504100000000002e-05,-0.8304760455942485,-0.8304760455942485
2.3883875711031492e-05,-1.28747e-05,2.01167e-05,201.3,-2.01167e-05,-1.28747e-05,-1.0014827125109569,-1.0014827125109569
1.842343195577035e-05,-6.914169999999999e-06,1.7076800000000002e-05,240.2,-1.7076800000000002e-05,-6.914170000000004e-06,-1.1860843484436254,-1.1860843484436254
1.3986976402153541e-05,-2.62262e-06,1.3738900000000002e-05,286.6,-1.3738900000000002e-05,-2.6226199999999994e-06,-1.382175433375858,-1.382175433375858
1.0374040089878197e-05,2.3842e-07,1.0371300000000002e-05,341.9,-1.0371300000000002e-05,2.3841999999999496e-07,1.547811935814824,-1.5937807177749692
7.5391350009467265e-06,1.87755e-06,7.3016e-06,408.0,-7.3016000000000005e-06,1.8775500000000001e-06,1.3191069055884637,-1.8224857480013295
5.3732190411428415e-06,2.53321e-06,4.7386e-06,486.8,-4.738600000000001e-06,2.5332099999999983e-06,1.0798608377023118,-2.061731815887481
3.7329324468840843e-06,2.53321e-06,2.7418299999999997e-06,580.9,-2.74183e-06,2.533209999999999e-06,0.8249260789171462,-2.316666574672647
2.5557238443345162e-06,2.17558e-06,1.3411099999999998e-06,693.1,-1.34111e-06,2.17558e-06,0.5524186049296188,-2.5891740486601744
1.6914089246412296e-06,1.6391400000000002e-06,4.17234e-07,827.0,-4.1723400000000004e-07,1.6391400000000002e-06,0.2492512038263818,-2.8923414497634115
1.074544424417162e-06,1.07289e-06,-5.96051e-08,986.7,5.960509999999983e-08,1.07289e-06,-0.05549859816512812,-3.1970912517549213
6.697274238852699e-07,6.25852e-07,-2.3842e-07,1177.4,2.384200000000002e-07,6.258519999999999e-07,-0.3639792222859248,-3.505571875875718
4.0095196514545227e-07,2.98025e-07,-2.68223e-07,1404.8,2.68223e-07,2.98025e-07,-0.7328160286982203,-3.8744086822880135
2.4027500242222454e-07,1.1921e-07,-2.08617e-07,1676.2,2.0861699999999997e-07,1.1921000000000013e-07,-1.0516491801085996,-4.1932418336983925
