R,X2,Y2,freq,modified X2,modified Y2,theta,theta_smooth
0.00030436760659603707,0.00022909099999999998,0.000200392,10.0,0.00020039200000000003,-0.00022909099999999995,0.718675153591124,0.718675153591124
0.0002848781607810609,0.00022155099999999998,0.000179083,11.415999999999999,0.00017908300000000002,-0.00022155099999999998,0.6797905487998239,0.6797905487998239
0.000266091801070608,0.00021365400000000002,0.00015860899999999999,13.033,0.000158609,-0.00021365400000000002,0.6385960150301422,0.6385960150301422
0.0002478876449139811,0.00020525,0.000138999,14.879000000000001,0.000138999,-0.00020524999999999997,0.5952718624003647,0.5952718624003647
0.00023023854353691522,0.00019633900000000002,0.00012025299999999999,16.986,0.00012025299999999999,-0.00019633900000000005,0.5495428372163739,0.5495428372163739
0.00021306335026231046,0.00018689099999999998,0.000102312,19.392,0.00010231200000000002,-0.00018689099999999998,0.5008772450099583,0.5008772450099583
0.00019659443796783775,0.000177027,8.55033e-05,22.13,8.550330000000002e-05,-0.00017702699999999998,0.44995195753949924,0.44995195753949924
0.00018069493190095288,0.000166745,6.96187e-05,25.27,6.96187e-05,-0.000166745,0.3955145660463231,0.3955145660463231
0.00016538229388810038,0.000156016,5.48663e-05,28.85,5.4866300000000014e-05,-0.000156016,0.3381626688928916,0.3381626688928916
0.0001507499629119689,0.000144989,4.1276400000000003e-05,32.94,4.1276400000000024e-05,-0.000144989,0.2773491144137767,0.2773491144137767
0.0001368486460847896,0.000133754,2.89382e-05,37.6,2.8938200000000004e-05,-0.000133754,0.2130698837316918,0.2130698837316918
0.00012363890554048916,0.000122339,1.78815e-05,42.93,1.788150000000001e-05,-0.000122339,0.1451358027028737,0.1451358027028737
0.00011110212227299756,0.00011080600000000001,8.106289999999998e-06,49.01,8.10629000000001e-06,-0.00011080600000000001,0.0730274045415626,0.0730274045415626
9.933204708179845e-05,9.93316e-05,-2.98025e-07,55.95,-2.9802499999999587e-07,-9.933159999999999e-05,-0.0030002950294629543,-0.0030002950294629543
8.83165118973236e-05,8.80067e-05,-7.391010000000001e-06,63.87,-7.391010000000004e-06,-8.80067e-05,-0.08378574371889393,-0.08378574371889393
7.803504579674443e-05,7.69203e-05,-1.3142899999999999e-05,72.92,-1.3142899999999996e-05,-7.69203e-05,-0.16922964076903502,-0.16922964076903502
6.85082455849659e-05,6.62212e-05,-1.7553699999999998e-05,83.25,-1.7553699999999987e-05,-6.62212e-05,-0.25911743628647926,-0.25911743628647926
5.972733083547264e-05,5.59988e-05,-2.07723e-05,95.04,-2.07723e-05,-5.59988e-05,-0.3552081260764945,-0.3552081260764945
5.1714508584148794e-05,4.643229999999999e-05,-2.27691e-05,108.5,-2.276909999999999e-05,-4.64323e-05,-0.4559155881257461,-0.4559155881257461
4.4467330889991594e-05,3.76108e-05,-2.3722800000000003e-05,123.87,-2.372280000000001e-05,-3.76108e-05,-0.562719431128724,-0.562719431128724
3.788651930436471e-05,2.9564e-05,-2.3693e-05,141.42,-2.3692999999999998e-05,-2.9563999999999997e-05,-0.6756024708324565,-0.6756024708324565
3.2033154199048214e-05,2.24413e-05,-2.2858499999999998e-05,161.45,-2.2858499999999995e-05,-2.244130000000001e-05,-0.7946076567070517,-0.7946076567070517
2.6816998484543346e-05,1.62424e-05,-2.1338600000000003e-05,184.31,-2.1338599999999996e-05,-1.624240000000001e-05,-0.9201817593905288,-0.9201817593905288
2.226427072351574e-05,1.1026900000000001e-05,-1.9341800000000002e-05,210.4,-1.9341800000000002e-05,-1.1026900000000004e-05,-1.052646868489508,-1.052646868489508
1.8284943220737656e-05,6.765160000000001e-06,-1.69874e-05,240.2,-1.6987399999999996e-05,-6.7651600000000066e-06,-1.1918031409248224,-1.1918031409248224
1.4854970408533302e-05,3.42728e-06,-1.4454200000000001e-05,274.2,-1.4454200000000001e-05,-3.4272800000000043e-06,-1.3379828108078222,-1.3379828108078222
1.1956746541738517e-05,9.23876e-07,-1.1921e-05,313.0,-1.1921e-05,-9.238760000000022e-07,-1.4934510565550092,-1.4934510565550092
9.481596130591936e-06,-8.04666e-07,-9.44739e-06,357.4,-9.44739e-06,8.046659999999983e-07,1.4858280330291178,-1.6557646205606753
7.460141202799045e-06,-1.90736e-06,-7.2121899999999995e-06,408.0,-7.212189999999999e-06,1.907359999999999e-06,1.3122520902177484,-1.8293405633720448
5.786596676596702e-06,-2.4438e-06,-5.24524e-06,465.8,-5.245239999999999e-06,2.4438000000000002e-06,1.1347922276658589,-2.0068004259239345
4.417302991249298e-06,-2.5928199999999997e-06,-3.57629e-06,531.8,-3.57629e-06,2.5928199999999997e-06,0.9434863475233499,-2.1981063060664434
3.3320171278221243e-06,-2.4438e-06,-2.26499e-06,607.1,-2.2649900000000005e-06,2.443799999999999e-06,0.7474427382589103,-2.3941499153308827
2.4993278473421613e-06,-2.14578e-06,-1.2815100000000002e-06,693.1,-1.28151e-06,2.1457800000000006e-06,0.5383753721203902,-2.603217281469403
1.8189247727995791e-06,-1.72854e-06,-5.66248e-07,791.3,-5.662480000000001e-07,1.72854e-06,0.3165703705883189,-2.8250222830014744
1.3167174868588932e-06,-1.31131e-06,-1.1921e-07,903.3,-1.1921000000000055e-07,1.31131e-06,0.09065988720074511,-3.050932766389048
9.315352314732922e-07,-9.23876e-07,1.1921e-07,1031.3,1.1920999999999983e-07,9.23876e-07,-0.12832343375100838,-3.2699160873408015
6.419654966585042e-07,-5.9605e-07,2.3842e-07,1177.4,2.384199999999999e-07,5.960500000000001e-07,-0.38050637711236485,-3.522099030702158
4.47037800000179e-07,-3.5763000000000006e-07,2.68223e-07,1344.1,2.682229999999999e-07,3.576300000000001e-07,-0.6435020035722046,-3.7850946571619977
2.98025e-07,-1.78815e-07,2.3842e-07,1534.5,2.3842e-07,1.7881500000000003e-07,-0.9272952180016122,-4.068887871591405
1.8848759155713673e-07,-5.96051e-08,1.78815e-07,1751.8,1.7881499999999998e-07,5.960510000000008e-08,-1.2490452690848586,-4.390637922674651
