Date_time,Time,V_input,TC,SENS_X3,SENS_X1,X3,Y3,X1_ref,Y1_ref
2021-06-25 12:49:46.033490,900.0125,0.1,13,13,24,3.44218e-006,1.00583e-007,0.0120698,7.62945e-006
2021-06-25 13:04:46.118972,1800.098,0.3,13,13,24,-9.74171e-007,2.89084e-006,0.0361865,3.05178e-005
2021-06-25 13:19:46.222455,2700.2014,0.5,13,13,24,-2.49037e-006,1.27145e-005,0.060303,5.3406e-005
2021-06-25 13:34:46.302937,3600.2819,0.7,13,14,24,-9.21643e-006,3.29542e-005,0.083962,9.15532e-005
2021-06-25 13:49:46.383419,4500.3624,0.9,13,21,25,-2.3842e-005,7.05724e-005,0.107483,9.15532e-005
2021-06-25 14:04:46.457900,5400.4369,1.1,13,21,25,-4.29156e-005,0.000128747,0.131288,0.000122071
2021-06-25 14:19:46.541382,6300.5204,1.3,13,21,25,-7.62944e-005,0.000214578,0.15503,0.000183106
2021-06-25 14:34:46.622864,7200.6019,1.5,13,21,25,-0.000116349,0.00032902,0.17859,0.000213624
