Date_Time RTD Rsamp
2020-02-26 11:36:39.156146 1110.87465 39.87975 
2020-02-26 11:36:39.216150 1110.88217 39.8808551 
2020-02-26 11:36:39.299154 1110.88659 39.8809288 
2020-02-26 11:36:39.359158 1110.89669 39.87975 
2020-02-26 11:36:39.423161 1110.90037 39.8798973 
2020-02-26 11:36:39.489165 1110.90133 39.8831392 
2020-02-26 11:36:39.571170 1110.90708 39.8830655 
2020-02-26 11:36:39.631173 1110.91467 39.8829181 
2020-02-26 11:36:39.699177 1110.92315 39.8832865 
2020-02-26 11:36:39.758181 1110.92668 39.8832865 
2020-02-26 11:36:39.844186 1110.93088 39.8833602 
2020-02-26 11:36:39.905189 1110.93634 39.8829918 
2020-02-26 11:36:39.972193 1110.93995 39.8846127 
2020-02-26 11:36:40.032196 1110.94577 39.8856442 
2020-02-26 11:36:40.119201 1110.95049 39.8846127 
2020-02-26 11:36:40.179205 1110.96118 39.8817393 
2020-02-26 11:36:40.240208 1110.96346 39.8812972 
2020-02-26 11:36:40.308212 1110.97039 39.8813709 
2020-02-26 11:36:40.389217 1110.97393 39.8819603 
2020-02-26 11:36:40.457221 1110.97916 39.8818866 
2020-02-26 11:36:40.516224 1110.98366 39.8825497 
2020-02-26 11:36:40.578228 1110.99051 39.8829918 
2020-02-26 11:36:40.665232 1110.99744 39.882034 
2020-02-26 11:36:40.725236 1111.00535 39.8821813 
2020-02-26 11:36:40.791240 1111.01092 39.8824024 
2020-02-26 11:36:40.852243 1111.01282 39.8844654 
2020-02-26 11:36:40.935248 1111.01707 39.8845403 
2020-02-26 11:36:40.995251 1111.02208 39.88491 
2020-02-26 11:36:41.060255 1111.02768 39.8858691 
2020-02-26 11:36:41.120259 1111.03505 39.8875649 
2020-02-26 11:36:41.202263 1111.04043 39.8888187 
2020-02-26 11:36:41.263267 1111.04581 39.8897778 
2020-02-26 11:36:41.331271 1111.04957 39.8896317 
2020-02-26 11:36:41.390274 1111.05783 39.8887489 
2020-02-26 11:36:41.472279 1111.06439 39.8888238 
2020-02-26 11:36:41.540283 1111.06896 39.8877936 
2020-02-26 11:36:41.599286 1111.07448 39.8895619 
2020-02-26 11:36:41.660289 1111.08053 39.8880146 
2020-02-26 11:36:41.742294 1111.08326 39.8872779 
2020-02-26 11:36:41.803298 1111.09085 39.8874989 
2020-02-26 11:36:41.864301 1111.09291 39.8862464 
2020-02-26 11:36:41.925305 1111.09431 39.8846254 
2020-02-26 11:36:42.014310 1111.09962 39.8852149 
2020-02-26 11:36:42.074313 1111.10655 39.8867621 
2020-02-26 11:36:42.142317 1111.1134 39.8872042 
2020-02-26 11:36:42.201320 1111.12055 39.8869831 
2020-02-26 11:36:42.283325 1111.1302 39.8866884 
2020-02-26 11:36:42.350329 1111.13168 39.8877199 
2020-02-26 11:36:42.416333 1111.13765 39.8891198 
2020-02-26 11:36:42.480336 1111.14222 39.8907407 
2020-02-26 11:36:42.562341 1111.14303 39.8897092 
2020-02-26 11:36:42.629345 1111.15372 39.8922143 
2020-02-26 11:36:42.689348 1111.16013 39.8930984 
2020-02-26 11:36:42.750352 1111.16145 39.8926564 
2020-02-26 11:36:42.834357 1111.16978 39.8933931 
2020-02-26 11:36:42.895360 1111.1759 39.8926564 
2020-02-26 11:36:42.956364 1111.1801 39.8933195 
2020-02-26 11:36:43.016367 1111.1847 39.8941299 
2020-02-26 11:36:43.098372 1111.18708 39.8933931 
2020-02-26 11:36:43.159375 1111.19642 39.8919933 
2020-02-26 11:36:43.226379 1111.1994 39.8946457 
2020-02-26 11:36:43.286382 1111.20301 39.8916985 
2020-02-26 11:36:43.368387 1111.2106 39.890004 
2020-02-26 11:36:43.429391 1111.21709 39.8894145 
2020-02-26 11:36:43.492394 1111.22453 39.8882357 
2020-02-26 11:36:43.558398 1111.22821 39.8894882 
2020-02-26 11:36:43.643403 1111.23337 39.8890461 
2020-02-26 11:36:43.704406 1111.23765 39.8883094 
2020-02-26 11:36:43.768410 1111.24391 39.8859516 
2020-02-26 11:36:43.836414 1111.24502 39.8863937 
2020-02-26 11:36:43.930419 1111.25077 39.8849925 
2020-02-26 11:36:43.997423 1111.25829 39.8860963 
2020-02-26 11:36:44.058427 1111.26204 39.8873475 
2020-02-26 11:36:44.125430 1111.26602 39.888304 
2020-02-26 11:36:44.207435 1111.27266 39.8892605 
2020-02-26 11:36:44.267439 1111.27973 39.8880803 
2020-02-26 11:36:44.335442 1111.28644 39.8878579 
2020-02-26 11:36:44.394446 1111.29094 39.8883723 
2020-02-26 11:36:44.477451 1111.29587 39.8891815 
2020-02-26 11:36:44.537454 1111.30339 39.8891801 
2020-02-26 11:36:44.598457 1111.30759 39.8899906 
2020-02-26 11:36:44.659461 1111.30914 39.8902116 
2020-02-26 11:36:44.752466 1111.31415 39.8910221 
2020-02-26 11:36:44.813470 1111.31931 39.8917588 
2020-02-26 11:36:44.874473 1111.32425 39.8912431 
2020-02-26 11:36:44.941477 1111.33029 39.8921272 
2020-02-26 11:36:45.022482 1111.33575 39.8920536 
2020-02-26 11:36:45.083485 1111.34164 39.8929377 
2020-02-26 11:36:45.144489 1111.3468 39.8934534 
2020-02-26 11:36:45.210492 1111.35594 39.8919799 
2020-02-26 11:36:45.302498 1111.36154 39.8929377 
2020-02-26 11:36:45.367501 1111.36592 39.8933061 
2020-02-26 11:36:45.433505 1111.37067 39.8910221 
2020-02-26 11:36:45.494509 1111.37634 39.8908747 
2020-02-26 11:36:45.577513 1111.37987 39.892643 
2020-02-26 11:36:45.644517 1111.38488 39.8930114 
2020-02-26 11:36:45.703521 1111.38864 39.8938218 
2020-02-26 11:36:45.771525 1111.39122 39.8938955 
2020-02-26 11:36:45.852529 1111.39461 39.894706 
2020-02-26 11:36:45.913533 1111.4008 39.8958848 
2020-02-26 11:36:45.985537 1111.40699 39.8945586 
2020-02-26 11:36:46.051541 1111.41178 39.8936745 
2020-02-26 11:36:46.133545 1111.41982 39.8963269 
2020-02-26 11:36:46.200549 1111.42402 39.8961795 
2020-02-26 11:36:46.261553 1111.42947 39.8963269 
2020-02-26 11:36:46.329556 1111.43522 39.8962532 
2020-02-26 11:36:46.410561 1111.43832 39.8974321 
2020-02-26 11:36:46.471565 1111.44539 39.8974321 
2020-02-26 11:36:46.532568 1111.45151 39.8975057 
2020-02-26 11:36:46.593572 1111.45291 39.8971374 
2020-02-26 11:36:46.677576 1111.45844 39.8964006 
2020-02-26 11:36:46.737580 1111.46397 39.8984636 
2020-02-26 11:36:46.803584 1111.4675 39.8980952 
2020-02-26 11:36:46.869587 1111.47333 39.8983899 
2020-02-26 11:36:46.952592 1111.47974 39.8988313 
2020-02-26 11:36:47.013596 1111.48468 39.89942 
2020-02-26 11:36:47.080599 1111.48998 39.8975037 
2020-02-26 11:36:47.141603 1111.49684 39.8967663 
2020-02-26 11:36:47.223608 1111.4992 39.8979445 
2020-02-26 11:36:47.284611 1111.50531 39.8985332 
2020-02-26 11:36:47.344615 1111.5118 39.9011113 
2020-02-26 11:36:47.405618 1111.51261 39.8997844 
2020-02-26 11:36:47.487623 1111.51777 39.9002995 
2020-02-26 11:36:47.553626 1111.52374 39.9007409 
2020-02-26 11:36:47.615630 1111.5282 39.9008883 
2020-02-26 11:36:47.682634 1111.53469 39.9009619 
2020-02-26 11:36:47.763638 1111.53802 39.9026565 
2020-02-26 11:36:47.824642 1111.54499 39.903467 
2020-02-26 11:36:47.891646 1111.54809 39.9029512 
2020-02-26 11:36:47.951649 1111.55472 39.9019197 
2020-02-26 11:36:48.036654 1111.5618 39.9017724 
2020-02-26 11:36:48.104658 1111.56423 39.9037617 
2020-02-26 11:36:48.163661 1111.57153 39.9025092 
2020-02-26 11:36:48.233665 1111.5747 39.9009619 
2020-02-26 11:36:48.315670 1111.57846 39.8989726 
2020-02-26 11:36:48.382674 1111.58457 39.8986779 
2020-02-26 11:36:48.441677 1111.58937 39.8972043 
2020-02-26 11:36:48.502681 1111.59091 39.8966149 
2020-02-26 11:36:48.584685 1111.60116 39.8978674 
2020-02-26 11:36:48.645689 1111.60433 39.8975727 
2020-02-26 11:36:48.706692 1111.60639 39.8946993 
2020-02-26 11:36:48.768696 1111.61258 39.8945519 
2020-02-26 11:36:48.850701 1111.61435 39.8952887 
2020-02-26 11:36:48.910704 1111.61995 39.8963202 
2020-02-26 11:36:48.972708 1111.62504 39.8974254 
2020-02-26 11:36:49.038711 1111.62953 39.8984569 
2020-02-26 11:36:49.122716 1111.63447 39.8984569 
2020-02-26 11:36:49.182720 1111.64155 39.899562 
2020-02-26 11:36:49.248723 1111.64619 39.8986042 
2020-02-26 11:36:49.314727 1111.64833 39.899341 
2020-02-26 11:36:49.397732 1111.65511 39.9015514 
2020-02-26 11:36:49.458735 1111.66123 39.9000778 
2020-02-26 11:36:49.524739 1111.66543 39.8994147 
2020-02-26 11:36:49.590743 1111.6686 39.8999304 
2020-02-26 11:36:49.672748 1111.67515 39.8992673 
2020-02-26 11:36:49.733751 1111.67818 39.8988989 
2020-02-26 11:36:49.794755 1111.68503 39.8994884 
2020-02-26 11:36:49.855758 1111.6913 39.9001515 
2020-02-26 11:36:49.938763 1111.69277 39.9002238 
2020-02-26 11:36:50.004767 1111.70075 39.9002962 
2020-02-26 11:36:50.065770 1111.70419 39.9003685 
2020-02-26 11:36:50.126774 1111.70608 39.9009566 
2020-02-26 11:36:50.211779 1111.7107 39.9027235 
2020-02-26 11:36:50.272782 1111.71461 39.9015433 
2020-02-26 11:36:50.333785 1111.71755 39.9016893 
2020-02-26 11:36:50.394789 1111.72301 39.9031616 
2020-02-26 11:36:50.482794 1111.72795 39.9027182 
2020-02-26 11:36:50.549798 1111.73429 39.9012433 
2020-02-26 11:36:50.609801 1111.73856 39.9003591 
2020-02-26 11:36:50.671805 1111.74622 39.9005065 
2020-02-26 11:36:50.759810 1111.74976 39.8991066 
2020-02-26 11:36:50.826814 1111.75522 39.8982961 
2020-02-26 11:36:50.887817 1111.76052 39.8959384 
2020-02-26 11:36:50.948821 1111.7648 39.8961595 
2020-02-26 11:36:51.031825 1111.76583 39.8962331 
2020-02-26 11:36:51.097829 1111.77578 39.8943912 
2020-02-26 11:36:51.158833 1111.77792 39.8936544 
2020-02-26 11:36:51.225837 1111.78072 39.895128 
2020-02-26 11:36:51.315842 1111.78706 39.89557 
2020-02-26 11:36:51.383846 1111.79546 39.8970436 
2020-02-26 11:36:51.443849 1111.79981 39.899254 
2020-02-26 11:36:51.504852 1111.80401 39.9004328 
2020-02-26 11:36:51.592858 1111.80828 39.9013169 
2020-02-26 11:36:51.653861 1111.81005 39.90198 
2020-02-26 11:36:51.714864 1111.81403 39.9027168 
2020-02-26 11:36:51.782868 1111.8203 39.903601 
2020-02-26 11:36:51.865873 1111.82641 39.905664 
2020-02-26 11:36:51.926877 1111.82966 39.905664 
2020-02-26 11:36:51.987880 1111.83231 39.9055166 
2020-02-26 11:36:52.052884 1111.83835 39.9043377 
2020-02-26 11:36:52.140889 1111.84189 39.9033063 
2020-02-26 11:36:52.203892 1111.85125 39.903601 
2020-02-26 11:36:52.269896 1111.85182 39.9041167 
2020-02-26 11:36:52.335900 1111.8589 39.9052219 
2020-02-26 11:36:52.425905 1111.86193 39.9036746 
2020-02-26 11:36:52.492909 1111.86797 39.9042641 
2020-02-26 11:36:52.551912 1111.87232 39.9035273 
2020-02-26 11:36:52.612916 1111.87623 39.9030852 
2020-02-26 11:36:52.699921 1111.88146 39.90198 
2020-02-26 11:36:52.760924 1111.88677 39.9033063 
2020-02-26 11:36:52.827928 1111.89318 39.9044114 
2020-02-26 11:36:52.886932 1111.89672 39.903601 
2020-02-26 11:36:52.969936 1111.90033 39.9043393 
2020-02-26 11:36:53.035940 1111.90645 39.903383 
2020-02-26 11:36:53.101944 1111.90748 39.9044161 
2020-02-26 11:36:53.168948 1111.91227 39.902502 
2020-02-26 11:36:53.249952 1111.91618 39.9020615 
2020-02-26 11:36:53.310956 1111.91993 39.9013999 
2020-02-26 11:36:53.372959 1111.92686 39.9039066 
2020-02-26 11:36:53.438963 1111.92966 39.9036871 
2020-02-26 11:36:53.522968 1111.93615 39.9028782 
2020-02-26 11:36:53.583971 1111.94006 39.9039849 
2020-02-26 11:36:53.644975 1111.94249 39.9042796 
2020-02-26 11:36:53.709979 1111.94883 39.904427 
2020-02-26 11:36:53.796984 1111.95244 39.9056795 
2020-02-26 11:36:53.862987 1111.95914 39.9064899 
2020-02-26 11:36:53.928991 1111.96077 39.9070794 
2020-02-26 11:36:53.995995 1111.96379 39.9070794 
2020-02-26 11:36:54.078000 1111.9685 39.9059005 
2020-02-26 11:36:54.139003 1111.97344 39.9064163 
2020-02-26 11:36:54.200007 1111.97897 39.9052374 
2020-02-26 11:36:54.261010 1111.98398 39.9045743 
2020-02-26 11:36:54.346015 1111.99084 39.9036165 
2020-02-26 11:36:54.407018 1111.99393 39.9021429 
2020-02-26 11:36:54.468022 1112.00056 39.9017009 
2020-02-26 11:36:54.535026 1112.00231 39.9031008 
2020-02-26 11:36:54.622031 1112.00644 39.9039849 
2020-02-26 11:36:54.688035 1112.01445 39.9052374 
2020-02-26 11:36:54.754038 1112.01824 39.9045006 
2020-02-26 11:36:54.821042 1112.02362 39.9040586 
2020-02-26 11:36:54.908047 1112.02598 39.9056795 
2020-02-26 11:36:54.974051 1112.03055 39.9053848 
2020-02-26 11:36:55.040055 1112.03364 39.9054585 
2020-02-26 11:36:55.104058 1112.03733 39.9068583 
2020-02-26 11:36:55.194063 1112.04153 39.9064163 
2020-02-26 11:36:55.255067 1112.05015 39.9060479 
2020-02-26 11:36:55.315070 1112.05627 39.9056058 
2020-02-26 11:36:55.382074 1112.05752 39.9035428 
2020-02-26 11:36:55.464079 1112.06121 39.9036902 
2020-02-26 11:36:55.525082 1112.0671 39.9045006 
2020-02-26 11:36:55.591086 1112.06961 39.9059005 
2020-02-26 11:36:55.656090 1112.07587 39.9064163 
2020-02-26 11:36:55.741095 1112.08243 39.9063426 
2020-02-26 11:36:55.805098 1112.08818 39.9059005 
2020-02-26 11:36:55.871102 1112.09268 39.9064163 
2020-02-26 11:36:55.932106 1112.09518 39.9064899 
2020-02-26 11:36:56.015110 1112.09858 39.9064867 
2020-02-26 11:36:56.075114 1112.10314 39.908399 
2020-02-26 11:36:56.137117 1112.10543 39.9092062 
2020-02-26 11:36:56.198121 1112.1114 39.9088345 
2020-02-26 11:36:56.280126 1112.11567 39.9077998 
2020-02-26 11:36:56.340129 1112.12054 39.9080175 
2020-02-26 11:36:56.401133 1112.12209 39.9077195 
2020-02-26 11:36:56.472137 1112.12327 39.9088214 
2020-02-26 11:36:56.554141 1112.13005 39.907934 
2020-02-26 11:36:56.614145 1112.13388 39.907636 
2020-02-26 11:36:56.682149 1112.13896 39.9071203 
2020-02-26 11:36:56.741152 1112.14582 39.9068255 
2020-02-26 11:36:56.822157 1112.14796 39.9080044 
2020-02-26 11:36:56.883160 1112.15395 39.9083728 
2020-02-26 11:36:56.944164 1112.1611 39.9082991 
2020-02-26 11:36:57.005167 1112.16563 39.9088885 
2020-02-26 11:36:57.091172 1112.17049 39.9085938 
2020-02-26 11:36:57.151175 1112.17403 39.9097727 
2020-02-26 11:36:57.212179 1112.17683 39.9096253 
2020-02-26 11:36:57.278183 1112.17897 39.9093306 
2020-02-26 11:36:57.369188 1112.18354 39.9095516 
2020-02-26 11:36:57.433192 1112.18929 39.9106568 
2020-02-26 11:36:57.499195 1112.19356 39.9095516 
2020-02-26 11:36:57.560199 1112.19968 39.907636 
2020-02-26 11:36:57.642204 1112.20388 39.9061624 
2020-02-26 11:36:57.703207 1112.21022 39.905573 
2020-02-26 11:36:57.765211 1112.21435 39.9057204 
2020-02-26 11:36:57.831214 1112.21715 39.9040258 
2020-02-26 11:36:57.915219 1112.21973 39.9062361 
2020-02-26 11:36:57.976223 1112.22621 39.9071203 
2020-02-26 11:36:58.043226 1112.23196 39.9089622 
2020-02-26 11:36:58.104230 1112.23307 39.9085201 
2020-02-26 11:36:58.186235 1112.23749 39.9087412 
2020-02-26 11:36:58.254239 1112.24368 39.9100674 
2020-02-26 11:36:58.313242 1112.24486 39.9103621 
2020-02-26 11:36:58.374245 1112.25002 39.9116146 
2020-02-26 11:36:58.459250 1112.25223 39.9130145 
2020-02-26 11:36:58.520254 1112.25658 39.9133829 
2020-02-26 11:36:58.586258 1112.25916 39.9127198 
2020-02-26 11:36:58.652261 1112.26358 39.9126461 
2020-02-26 11:36:58.734266 1112.26786 39.9108778 
2020-02-26 11:36:58.795269 1112.27464 39.9105831 
2020-02-26 11:36:58.856273 1112.27817 39.9118357 
2020-02-26 11:36:58.917276 1112.2795 39.9121304 
2020-02-26 11:36:59.000281 1112.28414 39.9157392 
2020-02-26 11:36:59.064285 1112.28768 39.9151483 
2020-02-26 11:36:59.131289 1112.29107 39.9155152 
2020-02-26 11:36:59.192292 1112.29945 39.9146296 
2020-02-26 11:36:59.274297 1112.3025 39.9163228 
2020-02-26 11:36:59.341301 1112.30697 39.915953 
2020-02-26 11:36:59.400304 1112.31017 39.9159515 
2020-02-26 11:36:59.463308 1112.31422 39.9160974 
2020-02-26 11:36:59.550313 1112.31591 39.9157276 
2020-02-26 11:36:59.617316 1112.32343 39.9163156 
2020-02-26 11:36:59.676320 1112.33088 39.9134421 
2020-02-26 11:36:59.744324 1112.33943 39.9130001 
2020-02-26 11:36:59.826328 1112.34097 39.9124843 
2020-02-26 11:36:59.887332 1112.34267 39.9130737 
2020-02-26 11:36:59.949335 1112.34495 39.9118949 
2020-02-26 11:37:00.015339 1112.34687 39.9127054 
2020-02-26 11:37:00.098344 1112.35048 39.9127054 
2020-02-26 11:37:00.158347 1112.35918 39.9103477 
2020-02-26 11:37:00.226351 1112.36073 39.9093898 
2020-02-26 11:37:00.286355 1112.36552 39.9085794 
2020-02-26 11:37:00.370360 1112.36957 39.9096109 
2020-02-26 11:37:00.436363 1112.3748 39.910274 
2020-02-26 11:37:00.502367 1112.37819 39.9104213 
2020-02-26 11:37:00.563371 1112.38291 39.9114528 
2020-02-26 11:37:00.646375 1112.38593 39.9101266 
2020-02-26 11:37:00.706379 1112.39057 39.9116739 
2020-02-26 11:37:00.767382 1112.39249 39.9116002 
2020-02-26 11:37:00.828386 1112.39507 39.914842 
2020-02-26 11:37:00.921391 1112.39876 39.9149894 
2020-02-26 11:37:00.981394 1112.40355 39.9138105 
2020-02-26 11:37:01.042398 1112.40649 39.9140316 
2020-02-26 11:37:01.105402 1112.41121 39.9150631 
2020-02-26 11:37:01.193407 1112.41541 39.9145473 
2020-02-26 11:37:01.260410 1112.4219 39.9142526 
2020-02-26 11:37:01.319414 1112.42684 39.9162419 
2020-02-26 11:37:01.385418 1112.4345 39.9138842 
2020-02-26 11:37:01.473423 1112.43878 39.9143999 
2020-02-26 11:37:01.541427 1112.44573 39.912558 
2020-02-26 11:37:01.600430 1112.44944 39.9138105 
2020-02-26 11:37:01.662433 1112.45081 39.9143999 
2020-02-26 11:37:01.753439 1112.4524 39.9143263 
2020-02-26 11:37:01.821443 1112.45859 39.9134421 
2020-02-26 11:37:01.880446 1112.46361 39.9138842 
2020-02-26 11:37:01.947450 1112.46891 39.9143999 
2020-02-26 11:37:02.029454 1112.47385 39.9130753 
2020-02-26 11:37:02.090458 1112.47496 39.913961 
2020-02-26 11:37:02.151461 1112.47569 39.9132258 
2020-02-26 11:37:02.212465 1112.47658 39.9148482 
2020-02-26 11:37:02.294470 1112.47989 39.9138183 
2020-02-26 11:37:02.358473 1112.488 39.9144093 
2020-02-26 11:37:02.425477 1112.49257 39.9147792 
2020-02-26 11:37:02.485481 1112.49485 39.9136756 
2020-02-26 11:37:02.567485 1112.49891 39.9132351 
2020-02-26 11:37:02.628489 1112.50451 39.9134577 
2020-02-26 11:37:02.689492 1112.51004 39.9144155 
2020-02-26 11:37:02.750496 1112.51276 39.9144155 
2020-02-26 11:37:02.832500 1112.51792 39.9142681 
2020-02-26 11:37:02.896504 1112.52065 39.9136787 
2020-02-26 11:37:02.962508 1112.52242 39.9152259 
2020-02-26 11:37:03.023511 1112.52692 39.9159627 
2020-02-26 11:37:03.105516 1112.53023 39.9148576 
2020-02-26 11:37:03.166519 1112.53628 39.915889 
2020-02-26 11:37:03.227523 1112.53952 39.9170679 
2020-02-26 11:37:03.288526 1112.54261 39.9157417 
2020-02-26 11:37:03.374531 1112.54792 39.915668 
2020-02-26 11:37:03.435535 1112.54998 39.9152259 
2020-02-26 11:37:03.502539 1112.55389 39.9171416 
2020-02-26 11:37:03.568542 1112.56016 39.9172889 
2020-02-26 11:37:03.650547 1112.5648 39.9163311 
2020-02-26 11:37:03.711551 1112.5718 39.9162574 
2020-02-26 11:37:03.778554 1112.57578 39.917731 
2020-02-26 11:37:03.838558 1112.57663 39.9184678 
2020-02-26 11:37:03.920563 1112.57763 39.9190572 
2020-02-26 11:37:03.987566 1112.58207 39.9206781 
2020-02-26 11:37:04.046570 1112.58412 39.9189099 
2020-02-26 11:37:04.107573 1112.59213 39.9182467 
2020-02-26 11:37:04.190578 1112.5967 39.9170679 
2020-02-26 11:37:04.253582 1112.60208 39.9172153 
2020-02-26 11:37:04.318585 1112.6037 39.9166995 
2020-02-26 11:37:04.379589 1112.60886 39.9167732 
2020-02-26 11:37:04.462594 1112.61329 39.9141208 
2020-02-26 11:37:04.528597 1112.61719 39.9137524 
2020-02-26 11:37:04.588601 1112.62346 39.913384 
2020-02-26 11:37:04.648604 1112.62368 39.9122788 
2020-02-26 11:37:04.733609 1112.62825 39.9138261 
2020-02-26 11:37:04.794613 1112.63554 39.9149312 
2020-02-26 11:37:04.855616 1112.63658 39.9168469 
2020-02-26 11:37:04.923620 1112.64181 39.9161101 
2020-02-26 11:37:05.005625 1112.6466 39.9165515 
2020-02-26 11:37:05.072629 1112.64992 39.9162561 
2020-02-26 11:37:05.131632 1112.65301 39.9182447 
2020-02-26 11:37:05.192635 1112.65677 39.9170652 
2020-02-26 11:37:05.279640 1112.6595 39.9156647 
2020-02-26 11:37:05.340644 1112.66628 39.9160324 
2020-02-26 11:37:05.406648 1112.67276 39.9152949 
2020-02-26 11:37:05.467651 1112.67424 39.9148522 
2020-02-26 11:37:05.549656 1112.67873 39.9139674 
2020-02-26 11:37:05.616660 1112.68249 39.9146298 
2020-02-26 11:37:05.676663 1112.68411 39.9154403 
2020-02-26 11:37:05.737667 1112.68795 39.9155876 
2020-02-26 11:37:05.825672 1112.69185 39.9163981 
2020-02-26 11:37:05.892675 1112.69598 39.9168402 
2020-02-26 11:37:05.958679 1112.69996 39.9180927 
2020-02-26 11:37:06.019683 1112.70269 39.9186084 
2020-02-26 11:37:06.106688 1112.70947 39.9183137 
2020-02-26 11:37:06.167691 1112.71224 39.917798 
2020-02-26 11:37:06.234695 1112.71492 39.9185348 
2020-02-26 11:37:06.295698 1112.71821 39.9185348 
2020-02-26 11:37:06.383703 1112.71958 39.9174296 
2020-02-26 11:37:06.444707 1112.72457 39.9173559 
2020-02-26 11:37:06.505710 1112.72973 39.9149982 
2020-02-26 11:37:06.572714 1112.73202 39.9158087 
2020-02-26 11:37:06.654719 1112.73902 39.9151456 
2020-02-26 11:37:06.722723 1112.74543 39.9141878 
2020-02-26 11:37:06.782726 1112.74676 39.9145561 
2020-02-26 11:37:06.843730 1112.75295 39.9167665 
2020-02-26 11:37:06.931735 1112.7587 39.9172822 
2020-02-26 11:37:06.992738 1112.76518 39.9179453 
2020-02-26 11:37:07.059742 1112.76835 39.9180927 
2020-02-26 11:37:07.126746 1112.77491 39.9167665 
2020-02-26 11:37:07.209751 1112.77565 39.9170612 
2020-02-26 11:37:07.269754 1112.78 39.9163981 
2020-02-26 11:37:07.333758 1112.78228 39.9169875 
2020-02-26 11:37:07.394761 1112.78405 39.9174296 
2020-02-26 11:37:07.476766 1112.78803 39.9189032 
2020-02-26 11:37:07.537769 1112.79113 39.9183874 
2020-02-26 11:37:07.604773 1112.79201 39.9175033 
2020-02-26 11:37:07.664777 1112.79651 39.9170612 
2020-02-26 11:37:07.746781 1112.80063 39.9184611 
2020-02-26 11:37:07.813785 1112.80572 39.9200083 
2020-02-26 11:37:07.872789 1112.80896 39.9210398 
2020-02-26 11:37:07.936792 1112.81139 39.9217766 
2020-02-26 11:37:08.024797 1112.81309 39.9224413 
2020-02-26 11:37:08.091801 1112.81818 39.9218534 
2020-02-26 11:37:08.157805 1112.82083 39.9204551 
2020-02-26 11:37:08.218808 1112.82407 39.9188357 
2020-02-26 11:37:08.301813 1112.82754 39.9200898 
2020-02-26 11:37:08.368817 1112.83277 39.9206071 
2020-02-26 11:37:08.437821 1112.83697 39.9190614 
2020-02-26 11:37:08.497824 1112.84319 39.9185472 
2020-02-26 11:37:08.579829 1112.84662 39.9192855 
2020-02-26 11:37:08.640833 1112.85144 39.9189924 
2020-02-26 11:37:08.701836 1112.85332 39.9182556 
2020-02-26 11:37:08.769840 1112.85804 39.9209817 
2020-02-26 11:37:08.851845 1112.86143 39.9222342 
2020-02-26 11:37:08.911848 1112.86379 39.9240762 
2020-02-26 11:37:08.972852 1112.86998 39.9225289 
2020-02-26 11:37:09.033855 1112.8733 39.9228236 
2020-02-26 11:37:09.119860 1112.87986 39.9234131 
2020-02-26 11:37:09.179863 1112.88325 39.9247393 
2020-02-26 11:37:09.240867 1112.8845 39.9259918 
2020-02-26 11:37:09.307871 1112.88693 39.9272443 
2020-02-26 11:37:09.400876 1112.89106 39.9278338 
2020-02-26 11:37:09.467880 1112.89548 39.925034 
2020-02-26 11:37:09.528883 1112.89681 39.9242972 
2020-02-26 11:37:09.589887 1112.90108 39.9237078 
2020-02-26 11:37:09.671892 1112.90513 39.9231184 
2020-02-26 11:37:09.734895 1112.91309 39.9240762 
2020-02-26 11:37:09.800899 1112.91575 39.9230447 
2020-02-26 11:37:09.861902 1112.917 39.9219395 
2020-02-26 11:37:09.944907 1112.9198 39.9212027 
2020-02-26 11:37:10.004911 1112.92231 39.9198028 
2020-02-26 11:37:10.067914 1112.92651 39.9195818 
2020-02-26 11:37:10.133918 1112.92894 39.9218658 
2020-02-26 11:37:10.215923 1112.93211 39.9230447 
2020-02-26 11:37:10.276926 1112.93727 39.9226026 
2020-02-26 11:37:10.343930 1112.94095 39.9244446 
2020-02-26 11:37:10.404933 1112.9456 39.9228973 
2020-02-26 11:37:10.486938 1112.95113 39.9242235 
2020-02-26 11:37:10.550942 1112.95791 39.9248866 
2020-02-26 11:37:10.620946 1112.96137 39.9224552 
2020-02-26 11:37:10.681949 1112.96638 39.9226763 
2020-02-26 11:37:10.765954 1112.96845 39.9237815 
2020-02-26 11:37:10.826958 1112.96878 39.9212027 
2020-02-26 11:37:10.893961 1112.97205 39.9209817 
2020-02-26 11:37:10.953965 1112.97305 39.9212027 
2020-02-26 11:37:11.035970 1112.97612 39.9216463 
2020-02-26 11:37:11.102973 1112.98141 39.9229741 
2020-02-26 11:37:11.162977 1112.98443 39.9232704 
2020-02-26 11:37:11.229981 1112.98789 39.9236403 
2020-02-26 11:37:11.323986 1112.98996 39.9277678 
2020-02-26 11:37:11.390990 1112.99534 39.9275484 
2020-02-26 11:37:11.450993 1112.99814 39.9258553 
2020-02-26 11:37:11.510997 1113.00271 39.9294671 
2020-02-26 11:37:11.594002 1113.0086 39.9294687 
2020-02-26 11:37:11.657005 1113.01443 39.9307227 
2020-02-26 11:37:11.723009 1113.01686 39.9300596 
2020-02-26 11:37:11.783012 1113.02062 39.9285861 
2020-02-26 11:37:11.866017 1113.02342 39.9280703 
2020-02-26 11:37:11.926020 1113.02946 39.9285861 
2020-02-26 11:37:11.987024 1113.03322 39.9260073 
2020-02-26 11:37:12.048027 1113.03381 39.9282914 
2020-02-26 11:37:12.130032 1113.03941 39.9299123 
