Date_time Time TC SENS Lockin1f Lockin2f X2 Y2 X1 Y1
2020-03-02 17:01:28.289847 60.7944769859314 11 26 10.0 10.0 0.000236512 0.000206918 0.478518 0.00817877
2020-03-02 17:02:38.497863 131.0044927597046 11 26 11.931 11.9309 0.00022629 0.000177951 0.478579 0.006897
2020-03-02 17:03:48.697878 201.20450806617737 11 26 14.236 14.2355 0.000215114 0.000150264 0.478579 0.0058594
2020-03-02 17:04:58.902894 271.4095232486725 11 26 16.986 16.9859 0.000202985 0.000124157 0.478579 0.00494388
2020-03-02 17:06:09.106909 341.613538980484 11 26 20.26 20.2589 0.000189901 9.9719e-05 0.478579 0.00415042
2020-03-02 17:07:19.314925 411.8215546607971 11 26 24.18 24.1804 0.000175954 7.71289e-05 0.478579 0.00354005
2020-03-02 17:08:29.515940 482.0215699672699 11 26 28.85 28.8486 0.000161261 5.65054e-05 0.478579 0.0029297
2020-03-02 17:09:39.750957 552.256587266922 11 26 34.42 34.4219 0.000146003 3.80876e-05 0.478579 0.00244142
2020-03-02 17:10:49.955973 622.4616024494171 11 26 41.07 41.069 0.000130326 2.19644e-05 0.478579 0.00201418
2020-03-02 17:12:00.161989 692.6686182022095 11 26 49.01 49.0074 0.000114412 8.16589e-06 0.478518 0.00158692
2020-03-02 17:13:10.374004 762.8786339759827 11 26 58.48 58.4774 9.86164e-05 -3.15906e-06 0.478518 0.00122071
2020-03-02 17:14:20.579020 833.0826494693756 11 26 69.77 69.7689 8.31191e-05 -1.19508e-05 0.478456 0.000854496
2020-03-02 17:15:30.782035 903.2906651496887 11 26 83.25 83.25 6.82776e-05 -1.83285e-05 0.478456 0.000488285
2020-03-02 17:16:40.995051 973.4986808300018 11 26 99.33 99.329 5.43597e-05 -2.24115e-05 0.478456 0.000183106
2020-03-02 17:17:51.206067 1043.7116968631744 11 26 118.52 118.518 4.16341e-05 -2.44082e-05 0.478395 -0.00268556
2020-03-02 17:19:01.423083 1113.9247126579285 11 26 141.42 141.419 3.04283e-05 -2.45572e-05 0.478395 -0.00280763
2020-03-02 17:20:11.634099 1184.1367285251617 11 26 168.73 168.732 2.08319e-05 -2.32161e-05 0.478395 -0.0029297
2020-03-02 17:21:21.843115 1254.3477444648743 11 26 201.3 201.297 1.29641e-05 -2.07425e-05 0.478334 -0.00299074
2020-03-02 17:22:32.053131 1324.5567600727081 11 26 240.2 240.2 6.85456e-06 -1.75537e-05 0.478334 -0.00311281
2020-03-02 17:23:42.269147 1394.773776292801 11 26 286.6 286.602 2.47361e-06 -1.40668e-05 0.478334 -0.00317384
2020-03-02 17:24:52.479163 1464.9847919940948 11 26 341.9 341.904 -3.87432e-07 -1.06097e-05 0.478334 -0.00323488
2020-03-02 17:26:02.685178 1535.1918077468872 11 26 408.0 407.996 -2.02657e-06 -7.42081e-06 0.478334 -0.00335695
2020-03-02 17:27:12.895194 1605.400823354721 11 26 486.8 486.808 -2.65242e-06 -4.7684e-06 0.478334 -0.00335695
2020-03-02 17:28:23.421228 1675.9248571395874 11 26 580.9 580.91 -2.62262e-06 -2.74183e-06 0.478273 -0.00335695
2020-03-02 17:29:33.632244 1746.1368730068207 11 26 693.1 693.1 -2.23519e-06 -1.28151e-06 0.478334 -0.00341798
2020-03-02 17:30:43.843259 1816.348888874054 11 26 827.0 826.988 -1.66894e-06 -3.87432e-07 0.478273 -0.00341798
2020-03-02 17:31:54.332291 1886.837920665741 11 26 986.7 986.687 -1.07289e-06 8.94074e-08 0.478273 -0.00341798
2020-03-02 17:33:04.851325 1957.3569543361664 11 26 1177.4 1177.42 -6.25852e-07 2.98025e-07 0.478212 -0.00354005
2020-03-02 17:34:15.445362 2027.9509921073914 11 26 1404.8 1404.82 -2.68223e-07 2.98025e-07 0.478273 -0.00354005
2020-03-02 17:35:25.655378 2098.1610078811646 11 26 1676.2 1676.19 -8.94074e-08 2.08617e-07 0.478212 -0.00360109
