Date Time RTDl RTDr Vsamp
2020-07-08 13:50:01.093378 1092.06452 1092.26208 2.47862713e-06
2020-07-08 13:50:01.166383 1092.06559 1092.26274 2.47256992e-06
2020-07-08 13:50:01.229386 1092.06569 1092.26223 2.52641175e-06
2020-07-08 13:50:01.304390 1092.06631 1092.26392 2.53246896e-06
2020-07-08 13:50:01.379395 1092.06591 1092.26385 2.65092099e-06
2020-07-08 13:50:01.447399 1092.06569 1092.26341 2.71822327e-06
2020-07-08 13:50:01.513402 1092.06562 1092.26495 2.68322608e-06
2020-07-08 13:50:01.598407 1092.06613 1092.26414 2.50958618e-06
2020-07-08 13:50:01.673412 1092.06746 1092.26367 2.35344488e-06
2020-07-08 13:50:01.743416 1092.06672 1092.26358 2.34604162e-06
2020-07-08 13:50:01.806419 1092.06539 1092.26426 2.36421324e-06
2020-07-08 13:50:01.874423 1092.06554 1092.26438 2.23566587e-06
2020-07-08 13:50:01.935427 1092.06532 1092.26564 2.10644548e-06
2020-07-08 13:50:02.008431 1092.06613 1092.26394 2.02097158e-06
2020-07-08 13:50:02.079435 1092.06702 1092.26284 1.98530137e-06
2020-07-08 13:50:02.158439 1092.06657 1092.26144 2.20336078e-06
2020-07-08 13:50:02.214442 1092.06694 1092.26041 2.33796535e-06
2020-07-08 13:50:02.277446 1092.06672 1092.26099 2.46382063e-06
2020-07-08 13:50:02.333449 1092.06856 1092.26232 2.61053961e-06
2020-07-08 13:50:02.427455 1092.0676 1092.26785 2.70880095e-06
2020-07-08 13:50:02.555462 1092.06893 1092.26792 2.74177907e-06
2020-07-08 13:50:02.631466 1092.06878 1092.26667 2.55737014e-06
2020-07-08 13:50:02.710471 1092.06812 1092.26298 2.53314082e-06
2020-07-08 13:50:02.781475 1092.06834 1092.26092 2.45372381e-06
2020-07-08 13:50:02.851479 1092.06672 1092.26254 2.45372364e-06
2020-07-08 13:50:02.929483 1092.06606 1092.26225 2.38978648e-06
2020-07-08 13:50:03.004488 1092.06495 1092.26335 2.47189526e-06
2020-07-08 13:50:03.069491 1092.06517 1092.26254 2.49477803e-06
2020-07-08 13:50:03.134495 1092.0651 1092.2621 2.52371801e-06
2020-07-08 13:50:03.214500 1092.0662 1092.26276 2.52910219e-06
2020-07-08 13:50:03.295504 1092.0679 1092.26365 2.60717283e-06
2020-07-08 13:50:03.365508 1092.06643 1092.26542 2.63611281e-06
2020-07-08 13:50:03.431512 1092.06989 1092.26497 2.7067802e-06
2020-07-08 13:50:03.510517 1092.06847 1092.26387 2.55063892e-06
2020-07-08 13:50:03.608522 1092.06748 1092.26321 2.26191215e-06
2020-07-08 13:50:03.692527 1092.06555 1092.26232 2.27537261e-06
2020-07-08 13:50:03.778532 1092.06583 1092.26402 2.28748702e-06
2020-07-08 13:50:03.855536 1092.06487 1092.26593 2.5351594e-06
2020-07-08 13:50:03.912540 1092.06576 1092.26836 2.4671841e-06
2020-07-08 13:50:03.989544 1092.06561 1092.26637 2.57554076e-06
2020-07-08 13:50:04.066548 1092.06576 1092.26239 2.58630913e-06
2020-07-08 13:50:04.141553 1092.06598 1092.26542 2.48064455e-06
2020-07-08 13:50:04.218557 1092.06605 1092.26497 2.36017348e-06
2020-07-08 13:50:04.288561 1092.06598 1092.26556 2.33796373e-06
2020-07-08 13:50:04.364565 1092.06694 1092.26689 2.21749265e-06
2020-07-08 13:50:04.432569 1092.06642 1092.26615 2.38776741e-06
2020-07-08 13:50:04.499573 1092.06841 1092.26468 2.30633166e-06
2020-07-08 13:50:04.583578 1092.07151 1092.26527 2.38305625e-06
2020-07-08 13:50:04.650582 1092.07062 1092.26438 2.3399828e-06
2020-07-08 13:50:04.716586 1092.07224 1092.26424 2.33594466e-06
2020-07-08 13:50:04.796590 1092.06915 1092.26534 2.47593041e-06
2020-07-08 13:50:04.859594 1092.0693 1092.26475 2.45775439e-06
2020-07-08 13:50:04.915597 1092.06966 1092.26623 2.48668983e-06
2020-07-08 13:50:04.980601 1092.06723 1092.268 2.60581177e-06
2020-07-08 13:50:05.065606 1092.06679 1092.26726 2.51899196e-06
2020-07-08 13:50:05.123609 1092.06745 1092.26807 2.44428655e-06
2020-07-08 13:50:05.196613 1092.06775 1092.26601 2.31102824e-06
2020-07-08 13:50:05.273617 1092.06723 1092.26416 2.34939048e-06
2020-07-08 13:50:05.330621 1092.06591 1092.26394 2.34939048e-06
2020-07-08 13:50:05.401625 1092.0651 1092.26409 2.38034948e-06
2020-07-08 13:50:05.484630 1092.06672 1092.26438 2.52235707e-06
2020-07-08 13:50:05.568634 1092.06812 1092.26343 2.45101677e-06
2020-07-08 13:50:05.642639 1092.06959 1092.26276 2.47861066e-06
2020-07-08 13:50:05.718643 1092.06672 1092.26291 2.38304157e-06
2020-07-08 13:50:05.801648 1092.0651 1092.26424 2.35881279e-06
2020-07-08 13:50:05.888653 1092.06503 1092.268 2.50216642e-06
2020-07-08 13:50:05.968657 1092.06651 1092.26593 2.61994523e-06
2020-07-08 13:50:06.055662 1092.07043 1092.26497 2.48062972e-06
2020-07-08 13:50:06.125666 1092.06859 1092.26475 2.41736568e-06
2020-07-08 13:50:06.195670 1092.06638 1092.26446 2.40188618e-06
2020-07-08 13:50:06.262674 1092.06623 1092.26453 2.41534661e-06
2020-07-08 13:50:06.336678 1092.06763 1092.26475 2.2787232e-06
2020-07-08 13:50:06.411683 1092.06667 1092.26335 2.35813976e-06
2020-07-08 13:50:06.478686 1092.06689 1092.26608 2.37361926e-06
2020-07-08 13:50:06.545690 1092.06682 1092.26748 2.50082038e-06
2020-07-08 13:50:06.620695 1092.06866 1092.27035 2.40525129e-06
2020-07-08 13:50:06.705699 1092.06748 1092.27072 2.4550549e-06
2020-07-08 13:50:06.784704 1092.07036 1092.26733 2.38977179e-06
2020-07-08 13:50:06.853708 1092.07102 1092.26777 2.30631709e-06
2020-07-08 13:50:06.920712 1092.07198 1092.26608 2.27131996e-06
2020-07-08 13:50:06.996716 1092.07131 1092.26578 2.1118138e-06
2020-07-08 13:50:07.075721 1092.06903 1092.26637 2.19324943e-06
2020-07-08 13:50:07.152725 1092.06792 1092.26564 2.21478613e-06
2020-07-08 13:50:07.231729 1092.06859 1092.26859 2.43015309e-06
2020-07-08 13:50:07.300733 1092.06896 1092.26785 2.23093865e-06
2020-07-08 13:50:07.367737 1092.06859 1092.26741 2.18853828e-06
2020-07-08 13:50:07.433741 1092.06844 1092.2666 2.08152782e-06
2020-07-08 13:50:07.505745 1092.06667 1092.26556 2.117871e-06
2020-07-08 13:50:07.584750 1092.06527 1092.26549 2.25516743e-06
2020-07-08 13:50:07.658754 1092.06313 1092.26608 2.54591283e-06
2020-07-08 13:50:07.731758 1092.06336 1092.2666 2.48735994e-06
2020-07-08 13:50:07.798762 1092.06468 1092.26615 2.59975457e-06
2020-07-08 13:50:07.887767 1092.06564 1092.26785 2.365543e-06
2020-07-08 13:50:07.944770 1092.06652 1092.26777 2.334584e-06
2020-07-08 13:50:08.017774 1092.06859 1092.26601 2.28074226e-06
2020-07-08 13:50:08.093779 1092.06756 1092.26542 2.17844295e-06
2020-07-08 13:50:08.150782 1092.06827 1092.26328 2.27535809e-06
2020-07-08 13:50:08.222786 1092.06884 1092.26298 2.21815124e-06
2020-07-08 13:50:08.306791 1092.06733 1092.26461 2.25584046e-06
2020-07-08 13:50:08.357794 1092.06892 1092.2663 2.33256494e-06
2020-07-08 13:50:08.426798 1092.06782 1092.26483 2.57552579e-06
2020-07-08 13:50:08.517803 1092.06789 1092.26586 2.67580603e-06
2020-07-08 13:50:08.596808 1092.06575 1092.26505 2.71349525e-06
2020-07-08 13:50:08.677812 1092.06856 1092.26518 2.1582523e-06
2020-07-08 13:50:08.758817 1092.06826 1092.26534 2.04653069e-06
2020-07-08 13:50:08.814820 1092.06715 1092.26752 2.14209978e-06
2020-07-08 13:50:08.890824 1092.06701 1092.26756 2.43621029e-06
2020-07-08 13:50:08.979829 1092.0659 1092.26821 2.41063546e-06
2020-07-08 13:50:09.051834 1092.06657 1092.266 2.29151061e-06
2020-07-08 13:50:09.116837 1092.06708 1092.26489 2.2046908e-06
2020-07-08 13:50:09.189841 1092.06774 1092.26703 2.27805017e-06
2020-07-08 13:50:09.257845 1092.06937 1092.2685 2.241707e-06
2020-07-08 13:50:09.337850 1092.06848 1092.26909 2.2632437e-06
2020-07-08 13:50:09.409854 1092.07018 1092.27145 2.18450015e-06
2020-07-08 13:50:09.478858 1092.06841 1092.27101 2.27805017e-06
2020-07-08 13:50:09.541862 1092.06612 1092.27057 2.34602537e-06
2020-07-08 13:50:09.618866 1092.06612 1092.27123 2.38034948e-06
2020-07-08 13:50:09.697871 1092.06539 1092.26747 2.35208257e-06
2020-07-08 13:50:09.762874 1092.06715 1092.2685 2.24507211e-06
2020-07-08 13:50:09.836878 1092.0676 1092.26703 2.14344582e-06
2020-07-08 13:50:09.911883 1092.06774 1092.26828 2.34602537e-06
2020-07-08 13:50:09.990887 1092.06767 1092.26762 2.42611496e-06
2020-07-08 13:50:10.059891 1092.06833 1092.26895 2.64215495e-06
2020-07-08 13:50:10.138896 1092.06841 1092.27005 2.61859918e-06
2020-07-08 13:50:10.211900 1092.06863 1092.26946 2.6313866e-06
2020-07-08 13:50:10.280904 1092.06797 1092.26887 2.58292903e-06
2020-07-08 13:50:10.364909 1092.06553 1092.26615 2.57485277e-06
2020-07-08 13:50:10.415912 1092.0673 1092.26784 2.43419122e-06
2020-07-08 13:50:10.498916 1092.06847 1092.26858 2.33727609e-06
2020-07-08 13:50:10.564920 1092.0694 1092.26858 2.38573366e-06
2020-07-08 13:50:10.635924 1092.07225 1092.27123 2.44092144e-06
2020-07-08 13:50:10.718929 1092.07224 1092.26976 2.57754486e-06
2020-07-08 13:50:10.791933 1092.07128 1092.26998 2.46851533e-06
2020-07-08 13:50:10.869938 1092.07135 1092.26777 2.47457253e-06
2020-07-08 13:50:10.941942 1092.06995 1092.26541 2.60715781e-06
2020-07-08 13:50:11.012946 1092.06899 1092.26342 2.53312542e-06
2020-07-08 13:50:11.078950 1092.06818 1092.2646 2.41601963e-06
2020-07-08 13:50:11.161954 1092.06722 1092.26534 2.28679946e-06
2020-07-08 13:50:11.230958 1092.06634 1092.2702 2.36285092e-06
2020-07-08 13:50:11.286961 1092.06826 1092.26976 2.36958113e-06
2020-07-08 13:50:11.365966 1092.06804 1092.27005 2.65157725e-06
2020-07-08 13:50:11.420969 1092.06737 1092.26946 2.50351294e-06
2020-07-08 13:50:11.494973 1092.06715 1092.26519 2.31977874e-06
2020-07-08 13:50:11.565977 1092.06671 1092.26585 2.2396899e-06
2020-07-08 13:50:11.634981 1092.06634 1092.26511 2.35881529e-06
2020-07-08 13:50:11.716986 1092.06745 1092.26394 2.41534913e-06
2020-07-08 13:50:11.791990 1092.06745 1092.26563 2.43486677e-06
2020-07-08 13:50:11.869995 1092.06752 1092.2671 2.34266277e-06
2020-07-08 13:50:11.940999 1092.06796 1092.26651 2.30497354e-06
2020-07-08 13:50:12.012003 1092.06877 1092.2685 2.29824332e-06
2020-07-08 13:50:12.098008 1092.06951 1092.26821 2.36285342e-06
2020-07-08 13:50:12.169012 1092.07238 1092.2713 2.38573617e-06
2020-07-08 13:50:12.241016 1092.07327 1092.27027 2.52235962e-06
2020-07-08 13:50:12.324021 1092.0743 1092.27042 2.46178765e-06
2020-07-08 13:50:12.407025 1092.0687 1092.26755 2.31641491e-06
2020-07-08 13:50:12.480030 1092.06656 1092.26541 2.29689727e-06
2020-07-08 13:50:12.564034 1092.06597 1092.26504 2.33593255e-06
2020-07-08 13:50:12.634038 1092.06693 1092.26231 2.3897743e-06
2020-07-08 13:50:12.702042 1092.06833 1092.26475 2.37025667e-06
2020-07-08 13:50:12.787047 1092.07143 1092.26578 2.47322902e-06
2020-07-08 13:50:12.857051 1092.07098 1092.26629 2.46178765e-06
2020-07-08 13:50:12.929055 1092.07187 1092.26799 2.27468755e-06
2020-07-08 13:50:12.999059 1092.07113 1092.26983 2.32449117e-06
2020-07-08 13:50:13.071063 1092.0715 1092.26858 2.35141205e-06
2020-07-08 13:50:13.141067 1092.07106 1092.27175 2.41602216e-06
2020-07-08 13:50:13.217072 1092.07128 1092.27072 2.63744637e-06
2020-07-08 13:50:13.283076 1092.0712 1092.26873 2.40256172e-06
2020-07-08 13:50:13.343079 1092.06973 1092.27035 2.32112606e-06
2020-07-08 13:50:13.427084 1092.06826 1092.27175 2.35545018e-06
2020-07-08 13:50:13.502088 1092.06649 1092.27101 2.47322902e-06
2020-07-08 13:50:13.583093 1092.06715 1092.2716 2.47995937e-06
2020-07-08 13:50:13.653097 1092.06848 1092.27094 2.42611803e-06
2020-07-08 13:50:13.716100 1092.06877 1092.27278 2.44227096e-06
2020-07-08 13:50:13.798105 1092.07165 1092.27337 2.46044282e-06
2020-07-08 13:50:13.865109 1092.07474 1092.2744 2.40929328e-06
2020-07-08 13:50:13.920112 1092.07349 1092.27433 2.38371844e-06
2020-07-08 13:50:13.997116 1092.07445 1092.27116 2.31439718e-06
2020-07-08 13:50:14.076121 1092.07297 1092.26814 2.35275943e-06
2020-07-08 13:50:14.136124 1092.07084 1092.26703 2.37093102e-06
2020-07-08 13:50:14.219129 1092.07157 1092.26828 2.39852493e-06
2020-07-08 13:50:14.291133 1092.07179 1092.26733 2.60716175e-06
2020-07-08 13:50:14.379138 1092.07187 1092.26976 2.63475566e-06
2020-07-08 13:50:14.468143 1092.07091 1092.27138 2.55601208e-06
2020-07-08 13:50:14.549148 1092.06855 1092.27116 2.5506279e-06
2020-07-08 13:50:14.632153 1092.06781 1092.27072 2.5627423e-06
2020-07-08 13:50:14.715157 1092.06892 1092.26895 2.59975851e-06
2020-07-08 13:50:14.800162 1092.07017 1092.27057 2.55399301e-06
2020-07-08 13:50:14.872166 1092.07106 1092.2688 2.58562505e-06
2020-07-08 13:50:14.942170 1092.0729 1092.26887 2.46515411e-06
2020-07-08 13:50:15.010174 1092.07017 1092.26836 2.42409976e-06
2020-07-08 13:50:15.095179 1092.07039 1092.26895 2.32180042e-06
2020-07-08 13:50:15.183184 1092.06913 1092.26843 2.2753619e-06
2020-07-08 13:50:15.271189 1092.07242 1092.26968 2.25651728e-06
2020-07-08 13:50:15.327193 1092.07225 1092.26836 2.2814191e-06
2020-07-08 13:50:15.412197 1092.07194 1092.26968 2.13133519e-06
2020-07-08 13:50:15.503203 1092.07083 1092.27035 2.24978706e-06
2020-07-08 13:50:15.570206 1092.07407 1092.26939 2.35814361e-06
2020-07-08 13:50:15.634210 1092.07076 1092.26791 2.32314646e-06
2020-07-08 13:50:15.697214 1092.07091 1092.26629 2.60716175e-06
2020-07-08 13:50:15.780218 1092.06987 1092.26746 2.56408834e-06
2020-07-08 13:50:15.857223 1092.06774 1092.26552 2.6091811e-06
2020-07-08 13:50:15.934227 1092.06862 1092.26409 2.26795914e-06
2020-07-08 13:50:16.020232 1092.06906 1092.26283 2.29824534e-06
2020-07-08 13:50:16.086236 1092.06715 1092.26489 2.28949605e-06
2020-07-08 13:50:16.149240 1092.06803 1092.26452 2.41333211e-06
2020-07-08 13:50:16.233244 1092.0684 1092.26651 2.41333211e-06
2020-07-08 13:50:16.318249 1092.06877 1092.26548 2.43890695e-06
2020-07-08 13:50:16.402254 1092.07039 1092.26681 2.39717958e-06
2020-07-08 13:50:16.473258 1092.0698 1092.26666 2.35949035e-06
2020-07-08 13:50:16.547262 1092.0684 1092.2671 2.34602991e-06
2020-07-08 13:50:16.631267 1092.07054 1092.26666 2.23767335e-06
2020-07-08 13:50:16.702271 1092.06892 1092.26703 2.30093743e-06
2020-07-08 13:50:16.776275 1092.06914 1092.26835 2.28613094e-06
2020-07-08 13:50:16.839279 1092.07216 1092.26835 2.37093172e-06
2020-07-08 13:50:16.924284 1092.07068 1092.26894 2.33929969e-06
2020-07-08 13:50:17.003288 1092.07172 1092.27189 2.38910332e-06
2020-07-08 13:50:17.083293 1092.07216 1092.27366 2.52303471e-06
2020-07-08 13:50:17.173298 1092.0712 1092.27277 2.56408906e-06
2020-07-08 13:50:17.258303 1092.06715 1092.27049 2.4678469e-06
2020-07-08 13:50:17.328307 1092.06538 1092.27034 2.4496753e-06
2020-07-08 13:50:17.410312 1092.06707 1092.26968 2.45034833e-06
2020-07-08 13:50:17.481316 1092.06921 1092.26975 2.35410617e-06
2020-07-08 13:50:17.549320 1092.07015 1092.26961 2.43957997e-06
2020-07-08 13:50:17.620324 1092.07028 1092.27012 2.58764483e-06
2020-07-08 13:50:17.694328 1092.07055 1092.26916 2.45640553e-06
2020-07-08 13:50:17.781333 1092.07223 1092.26894 2.52976493e-06
2020-07-08 13:50:17.857337 1092.0726 1092.2685 2.52236169e-06
2020-07-08 13:50:17.919341 1092.0709 1092.26975 2.62398802e-06
2020-07-08 13:50:17.992345 1092.06972 1092.27027 2.63610121e-06
2020-07-08 13:50:18.060349 1092.0681 1092.27056 2.46380571e-06
2020-07-08 13:50:18.127353 1092.06847 1092.27123 2.4476514e-06
2020-07-08 13:50:18.209357 1092.06899 1092.26975 2.50014587e-06
2020-07-08 13:50:18.285362 1092.06906 1092.26916 2.44697716e-06
2020-07-08 13:50:18.359366 1092.06781 1092.26894 2.40121169e-06
2020-07-08 13:50:18.428370 1092.06869 1092.27005 2.41198003e-06
2020-07-08 13:50:18.507374 1092.06899 1092.26997 2.57956243e-06
2020-07-08 13:50:18.610380 1092.07016 1092.26843 2.65090272e-06
2020-07-08 13:50:18.693385 1092.06906 1092.26798 2.72157e-06
2020-07-08 13:50:18.744388 1092.06795 1092.26791 2.61455955e-06
2020-07-08 13:50:18.833393 1092.06935 1092.26857 2.62801999e-06
2020-07-08 13:50:18.921398 1092.07046 1092.2688 2.71282072e-06
