Date Time RTDl RTDr Vsamp
2020-06-23 10:52:08.041685 1090.29662 1090.48038 3.01371683e-06
2020-06-23 10:52:08.119689 1090.2964 1090.4795 2.79363758e-06
2020-06-23 10:52:08.197694 1090.29632 1090.48082 2.70547128e-06
2020-06-23 10:52:08.267698 1090.29618 1090.48082 2.93362683e-06
2020-06-23 10:52:08.342702 1090.29905 1090.48075 3.04534902e-06
2020-06-23 10:52:08.414706 1090.29964 1090.48134 3.10592128e-06
2020-06-23 10:52:08.482710 1090.30045 1090.47986 3.16582053e-06
2020-06-23 10:52:08.558714 1090.29795 1090.48178 2.93766498e-06
2020-06-23 10:52:08.625718 1090.29743 1090.48252 2.97535439e-06
2020-06-23 10:52:08.683722 1090.29492 1090.48296 2.88988019e-06
2020-06-23 10:52:08.753726 1090.29566 1090.48303 2.84074935e-06
2020-06-23 10:52:08.842731 1090.29721 1090.48266 2.71825876e-06
2020-06-23 10:52:08.922735 1090.2964 1090.48149 2.80373296e-06
2020-06-23 10:52:08.996739 1090.2961 1090.48252 2.73037321e-06
2020-06-23 10:52:09.068744 1090.29699 1090.48347 2.6953759e-06
2020-06-23 10:52:09.135747 1090.29765 1090.48244 2.78623431e-06
2020-06-23 10:52:09.203751 1090.29765 1090.48104 2.93362683e-06
2020-06-23 10:52:09.270755 1090.29743 1090.47957 2.91007095e-06
2020-06-23 10:52:09.338759 1090.29603 1090.47891 2.85151775e-06
2020-06-23 10:52:09.405763 1090.2964 1090.48141 2.82661582e-06
2020-06-23 10:52:09.481767 1090.29758 1090.48156 2.78152313e-06
2020-06-23 10:52:09.557772 1090.29684 1090.4834 2.81517439e-06
2020-06-23 10:52:09.626775 1090.29647 1090.48495 2.65028321e-06
2020-06-23 10:52:09.685779 1090.29758 1090.48605 2.73710347e-06
2020-06-23 10:52:09.757783 1090.29684 1090.4862 2.74181464e-06
2020-06-23 10:52:09.827787 1090.29787 1090.48731 2.8501717e-06
2020-06-23 10:52:09.919792 1090.29404 1090.48569 2.97400834e-06
2020-06-23 10:52:10.004797 1090.29235 1090.4848 2.99016095e-06
2020-06-23 10:52:10.072801 1090.29323 1090.4848 2.86497826e-06
2020-06-23 10:52:10.132804 1090.29559 1090.48347 2.93833801e-06
2020-06-23 10:52:10.220809 1090.29912 1090.48289 2.94237616e-06
2020-06-23 10:52:10.306814 1090.30126 1090.48429 3.05477137e-06
2020-06-23 10:52:10.386819 1090.29935 1090.48399 3.04400296e-06
2020-06-23 10:52:10.472824 1090.29964 1090.48451 3.07496212e-06
2020-06-23 10:52:10.553828 1090.29861 1090.48303 2.84949907e-06
2020-06-23 10:52:10.620832 1090.29927 1090.48451 2.92218623e-06
2020-06-23 10:52:10.682836 1090.29854 1090.48244 3.01371794e-06
2020-06-23 10:52:10.759840 1090.29588 1090.48303 3.06756025e-06
2020-06-23 10:52:10.846845 1090.29544 1090.48384 2.98747024e-06
2020-06-23 10:52:10.922850 1090.29861 1090.48171 2.98679721e-06
2020-06-23 10:52:11.019855 1090.29979 1090.48296 3.07900168e-06
2020-06-23 10:52:11.095860 1090.29824 1090.48325 3.21158766e-06
2020-06-23 10:52:11.174864 1090.30141 1090.48495 3.07900168e-06
2020-06-23 10:52:11.233867 1090.29677 1090.48524 2.97939393e-06
2020-06-23 10:52:11.318872 1090.29714 1090.48613 2.79431197e-06
2020-06-23 10:52:11.415878 1090.29588 1090.48782 2.69941541e-06
2020-06-23 10:52:11.496882 1090.29772 1090.48569 2.7498923e-06
2020-06-23 10:52:11.574887 1090.29964 1090.4837 2.87305594e-06
2020-06-23 10:52:11.644891 1090.30038 1090.482 2.95381897e-06
2020-06-23 10:52:11.722895 1090.30038 1090.48141 2.95314595e-06
2020-06-23 10:52:11.793899 1090.29927 1090.48171 2.88382434e-06
2020-06-23 10:52:11.867904 1090.30126 1090.48067 2.86834476e-06
2020-06-23 10:52:11.949908 1090.2975 1090.48045 2.93497426e-06
2020-06-23 10:52:12.019912 1090.29809 1090.4806 2.8562303e-06
2020-06-23 10:52:12.107917 1090.29815 1090.48193 2.9598762e-06
2020-06-23 10:52:12.195922 1090.29665 1090.48207 2.89055459e-06
2020-06-23 10:52:12.265926 1090.29641 1090.48274 2.87036383e-06
2020-06-23 10:52:12.349931 1090.29477 1090.48436 2.80171525e-06
2020-06-23 10:52:12.442937 1090.29389 1090.48546 2.73441272e-06
2020-06-23 10:52:12.519941 1090.29499 1090.48642 2.66980229e-06
2020-06-23 10:52:12.591945 1090.29676 1090.4862 2.69806936e-06
2020-06-23 10:52:12.660949 1090.29595 1090.48421 3.14765026e-06
2020-06-23 10:52:12.739954 1090.29558 1090.48355 3.1449583e-06
2020-06-23 10:52:12.818958 1090.29396 1090.48193 3.36638392e-06
2020-06-23 10:52:12.884962 1090.29205 1090.48347 3.34080911e-06
2020-06-23 10:52:12.960966 1090.29433 1090.48473 3.41147692e-06
2020-06-23 10:52:13.036971 1090.29676 1090.48443 3.2358173e-06
2020-06-23 10:52:13.109975 1090.29861 1090.48465 3.31119614e-06
2020-06-23 10:52:13.179979 1090.30023 1090.48406 2.97535649e-06
2020-06-23 10:52:13.263984 1090.30281 1090.48134 2.94574338e-06
2020-06-23 10:52:13.330987 1090.3017 1090.48104 2.96526111e-06
2020-06-23 10:52:13.409992 1090.30229 1090.48318 3.0897708e-06
2020-06-23 10:52:13.484996 1090.30141 1090.48458 3.22908705e-06
2020-06-23 10:52:13.558000 1090.29897 1090.48605 3.13620955e-06
2020-06-23 10:52:13.641005 1090.29809 1090.48863 3.1375556e-06
2020-06-23 10:52:13.714009 1090.29794 1090.48686 3.17053384e-06
2020-06-23 10:52:13.773013 1090.29927 1090.48569 3.06352281e-06
2020-06-23 10:52:13.848017 1090.29993 1090.48576 2.78017914e-06
2020-06-23 10:52:13.927021 1090.30126 1090.48406 2.7472009e-06
2020-06-23 10:52:13.984025 1090.30251 1090.48377 2.57557943e-06
2020-06-23 10:52:14.043028 1090.30421 1090.48399 2.7074924e-06
2020-06-23 10:52:14.118032 1090.30266 1090.48303 2.90199673e-06
2020-06-23 10:52:14.192037 1090.30155 1090.48325 2.95987691e-06
2020-06-23 10:52:14.290042 1090.30001 1090.48502 2.99622028e-06
2020-06-23 10:52:14.373047 1090.30096 1090.48451 3.0924629e-06
2020-06-23 10:52:14.440051 1090.30096 1090.48628 3.095155e-06
2020-06-23 10:52:14.519055 1090.30058 1090.4862 3.03592877e-06
2020-06-23 10:52:14.590059 1090.30181 1090.48709 2.90334278e-06
2020-06-23 10:52:14.669064 1090.30097 1090.48804 2.81921461e-06
2020-06-23 10:52:14.750069 1090.30155 1090.4865 2.87305664e-06
2020-06-23 10:52:14.827073 1090.29897 1090.48399 3.02448734e-06
2020-06-23 10:52:14.894077 1090.30125 1090.48362 3.13351745e-06
2020-06-23 10:52:14.977081 1090.30162 1090.48222 2.9390134e-06
2020-06-23 10:52:15.046085 1090.30324 1090.48244 2.88920966e-06
2020-06-23 10:52:15.133090 1090.30288 1090.48193 2.90670854e-06
2020-06-23 10:52:15.209095 1090.29919 1090.48318 2.969973e-06
