Date_Time,RTD,Rsamp
2020-12-18 15:51:43.981005,753.054852,30.696119
2020-12-18 15:51:44.554037,753.044555,30.6944244
2020-12-18 15:51:45.103069,753.037849,30.6955296
2020-12-18 15:51:45.641100,753.033796,30.6900774
2020-12-18 15:51:46.216132,753.029375,30.6938333
2020-12-18 15:51:46.775164,753.01688,30.69678
2020-12-18 15:51:47.346197,753.004942,30.6968536
2020-12-18 15:51:47.895228,752.996688,30.6929487
2020-12-18 15:51:48.433259,752.982908,30.6941275
2020-12-18 15:51:48.977290,752.977254,30.6967725
2020-12-18 15:51:49.540323,752.968705,30.6955125
2020-12-18 15:51:50.085354,752.956325,30.6914602
2020-12-18 15:51:50.644386,752.944829,30.6984597
2020-12-18 15:51:51.198417,752.936544,30.6958072
2020-12-18 15:51:51.733448,752.916658,30.6949285
2020-12-18 15:51:52.278479,752.894034,30.6907413
2020-12-18 15:51:52.833511,752.875022,30.6959725
2020-12-18 15:51:53.374542,752.860578,30.6925833
2020-12-18 15:51:53.923573,752.856873,30.6912571
2020-12-18 15:51:54.472605,752.860189,30.6911834
2020-12-18 15:51:55.032637,752.845156,30.6886583
2020-12-18 15:51:55.592669,752.838523,30.6913822
2020-12-18 15:51:56.237706,752.829827,30.6897613
2020-12-18 15:51:56.779737,752.824153,30.689835
2020-12-18 15:51:57.326768,752.824522,30.6910138
2020-12-18 15:51:57.874799,752.810121,30.6919133
2020-12-18 15:51:58.419830,752.781612,30.690812
2020-12-18 15:51:58.971862,752.767316,30.692875
2020-12-18 15:51:59.562896,752.756925,30.6916961
2020-12-18 15:52:00.114927,752.764278,30.6919172
2020-12-18 15:52:00.663959,752.762064,30.6893371
2020-12-18 15:52:01.204990,752.761548,30.6882311
2020-12-18 15:52:01.741020,752.754031,30.6872733
2020-12-18 15:52:02.286052,752.74622,30.6859471
2020-12-18 15:52:02.845084,752.743125,30.6889679
2020-12-18 15:52:03.389115,752.728828,30.6892626
2020-12-18 15:52:03.937146,752.728533,30.6874206
2020-12-18 15:52:04.490178,752.720375,30.6859471
2020-12-18 15:52:05.040209,752.709648,30.6880837
2020-12-18 15:52:05.586240,752.702573,30.691915
2020-12-18 15:52:06.135272,752.696973,30.6919887
2020-12-18 15:52:06.685303,752.688904,30.6890416
2020-12-18 15:52:07.226334,752.677706,30.6864628
2020-12-18 15:52:07.769365,752.672548,30.6902941
2020-12-18 15:52:08.313396,752.65663,30.6885995
2020-12-18 15:52:08.863428,752.653387,30.6904414
2020-12-18 15:52:09.403459,752.642608,30.6910335
2020-12-18 15:52:09.953490,752.637302,30.6841094
2020-12-18 15:52:10.517522,752.620427,30.6906668
2020-12-18 15:52:11.062554,752.614384,30.6882354
2020-12-18 15:52:11.635586,752.601246,30.6845515
2020-12-18 15:52:12.193618,752.592624,30.6892678
2020-12-18 15:52:12.746650,752.590339,30.6861746
2020-12-18 15:52:13.303682,752.584075,30.6835222
2020-12-18 15:52:13.860714,752.573832,30.6862483
2020-12-18 15:52:14.431746,752.562926,30.6885323
2020-12-18 15:52:14.976777,752.557472,30.6906654
2020-12-18 15:52:15.519808,752.548334,30.6842411
2020-12-18 15:52:16.074840,752.54544,30.6905037
2020-12-18 15:52:16.622872,752.541829,30.6878513
2020-12-18 15:52:17.199905,752.533207,30.6872619
2020-12-18 15:52:17.755936,752.503214,30.6848305
2020-12-18 15:52:18.294967,752.503804,30.6878513
2020-12-18 15:52:18.831998,752.502477,30.6851989
2020-12-18 15:52:19.372029,752.491792,30.6844621
2020-12-18 15:52:19.915060,752.488549,30.6836516
2020-12-18 15:52:20.462091,752.48398,30.6865251
2020-12-18 15:52:21.025123,752.457377,30.6826964
2020-12-18 15:52:21.587155,752.438143,30.6868249
2020-12-18 15:52:22.133187,752.422005,30.6860882
2020-12-18 15:52:22.684218,752.411507,30.6853514
2020-12-18 15:52:23.232250,752.399864,30.6830673
2020-12-18 15:52:23.791282,752.386894,30.6829997
2020-12-18 15:52:24.349313,752.382177,30.6841189
2020-12-18 15:52:24.905345,752.38901,30.6867713
2020-12-18 15:52:25.450376,752.391442,30.6888343
2020-12-18 15:52:26.015409,752.392694,30.6846346
2020-12-18 15:52:26.564440,752.386725,30.6824985
2020-12-18 15:52:27.109471,752.378673,30.6861128
2020-12-18 15:52:27.671504,752.375209,30.6849345
2020-12-18 15:52:28.212534,752.360176,30.6867028
2020-12-18 15:52:28.755566,752.35627,30.6835346
2020-12-18 15:52:29.317598,752.348847,30.6815453
2020-12-18 15:52:29.857629,752.330792,30.6816926
2020-12-18 15:52:30.406660,752.327181,30.6853029
2020-12-18 15:52:30.975692,752.312959,30.6800717
2020-12-18 15:52:31.523724,752.30979,30.683682
2020-12-18 15:52:32.065755,752.302494,30.6819873
2020-12-18 15:52:32.615786,752.301242,30.6781581
2020-12-18 15:52:33.170818,752.291293,30.6814767
2020-12-18 15:52:33.711849,752.270659,30.6852343
2020-12-18 15:52:34.260880,752.271543,30.6856764
2020-12-18 15:52:34.801911,752.275449,30.683024
2020-12-18 15:52:35.348943,752.272501,30.6847186
2020-12-18 15:52:35.896974,752.261705,30.6831713
2020-12-18 15:52:36.445005,752.259826,30.6771297
2020-12-18 15:52:36.987036,752.253046,30.6794137
2020-12-18 15:52:37.533068,752.246929,30.6849396
2020-12-18 15:52:38.082099,752.239398,30.6837608
2020-12-18 15:52:38.645131,752.228285,30.6835532
2020-12-18 15:52:39.199163,752.224232,30.6816433
2020-12-18 15:52:39.755195,752.218189,30.6831906
2020-12-18 15:52:40.307226,752.209862,30.6842221
2020-12-18 15:52:40.867258,752.20124,30.6784015
2020-12-18 15:52:41.416290,752.198587,30.6801723
2020-12-18 15:52:41.965321,752.181342,30.6817221
2020-12-18 15:52:42.523353,752.166309,30.6795855
2020-12-18 15:52:43.072384,752.159824,30.680838
2020-12-18 15:52:43.614415,752.159603,30.6798802
2020-12-18 15:52:44.162447,752.155255,30.6819436
2020-12-18 15:52:44.721479,752.148338,30.6810612
2020-12-18 15:52:45.262510,752.143558,30.6795876
2020-12-18 15:52:45.813541,752.134125,30.6814296
2020-12-18 15:52:46.361573,752.133241,30.679735
2020-12-18 15:52:46.920604,752.125798,30.6783351
2020-12-18 15:52:47.494637,752.121302,30.6806064
2020-12-18 15:52:48.037668,752.112901,30.6793525
2020-12-18 15:52:48.581699,752.108775,30.6795735
2020-12-18 15:52:49.137731,752.095731,30.6814155
2020-12-18 15:52:49.683763,752.090941,30.6816365
2020-12-18 15:52:50.258795,752.080698,30.6802379
2020-12-18 15:52:50.813827,752.052031,30.6809019
2020-12-18 15:52:51.365859,752.031313,30.6770706
2020-12-18 15:52:51.914890,752.018742,30.677218
2020-12-18 15:52:52.460921,752.030017,30.6786915
2020-12-18 15:52:53.004952,752.030754,30.6742797
2020-12-18 15:52:53.554984,752.026185,30.6795979
2020-12-18 15:52:54.117016,752.025912,30.6756192
2020-12-18 15:52:54.665047,752.021858,30.6816609
2020-12-18 15:52:55.211079,752.012647,30.6756192
2020-12-18 15:52:55.766110,751.996582,30.6762779
2020-12-18 15:52:56.309141,751.997171,30.6785442
2020-12-18 15:52:56.850172,751.994592,30.6849542
2020-12-18 15:52:57.414205,751.98936,30.6767759
2020-12-18 15:52:57.957236,751.991939,30.6797967
2020-12-18 15:52:58.509267,751.976611,30.6825965
2020-12-18 15:52:59.057299,751.952735,30.677307
2020-12-18 15:52:59.600330,751.95045,30.6756163
2020-12-18 15:53:00.142361,751.94905,30.6788581
2020-12-18 15:53:00.686392,751.946913,30.680258
2020-12-18 15:53:01.231423,751.933574,30.677753
2020-12-18 15:53:01.781454,751.91294,30.6799633
2020-12-18 15:53:02.327486,751.915004,30.6732586
2020-12-18 15:53:02.897518,751.920805,30.6804054
2020-12-18 15:53:03.452550,751.919258,30.6828368
2020-12-18 15:53:04.005582,751.920142,30.6788581
2020-12-18 15:53:04.554613,751.892212,30.6781897
2020-12-18 15:53:05.099644,751.874895,30.6758931
2020-12-18 15:53:05.674677,751.865904,30.6803875
2020-12-18 15:53:06.232709,751.861335,30.6841451
2020-12-18 15:53:06.782741,751.862219,30.683703
2020-12-18 15:53:07.332772,751.872705,30.6849556
2020-12-18 15:53:07.880803,751.866588,30.6826908
2020-12-18 15:53:08.421834,751.862977,30.6805563
2020-12-18 15:53:08.967866,751.856271,30.6832087
2020-12-18 15:53:09.529898,751.848828,30.6783459
2020-12-18 15:53:10.076929,751.843228,30.6817351
2020-12-18 15:53:10.631961,751.841385,30.6809175
2020-12-18 15:53:11.181992,751.830479,30.6787024
2020-12-18 15:53:11.724023,751.825689,30.6750184
2020-12-18 15:53:12.268054,751.819793,30.6778919
2020-12-18 15:53:12.831086,751.815372,30.6765657
2020-12-18 15:53:13.375118,751.800117,30.6812811
2020-12-18 15:53:13.933150,751.777916,30.6796602
2020-12-18 15:53:14.485181,751.774378,30.680618
2020-12-18 15:53:15.033212,751.773347,30.6780393
2020-12-18 15:53:15.577244,751.771136,30.6792918
2020-12-18 15:53:16.116274,751.773347,30.6811335
2020-12-18 15:53:16.662306,751.747923,30.6784057
2020-12-18 15:53:17.209337,751.736132,30.6790686
2020-12-18 15:53:17.758368,751.724636,30.6831946
2020-12-18 15:53:18.294399,751.725404,30.6771529
2020-12-18 15:53:18.830430,751.73372,30.6818684
2020-12-18 15:53:19.372461,751.729446,30.6767122
2020-12-18 15:53:19.921492,751.729594,30.6809864
2020-12-18 15:53:20.465523,751.720857,30.6759026
2020-12-18 15:53:21.012554,751.699949,30.6774498
2020-12-18 15:53:21.574587,751.684916,30.6862176
2020-12-18 15:53:22.123618,751.69059,30.6772288
2020-12-18 15:53:22.668649,751.697407,30.6778182
2020-12-18 15:53:23.221681,751.692433,30.6764183
2020-12-18 15:53:23.771712,751.692359,30.674208
2020-12-18 15:53:24.322744,751.691401,30.6735449
2020-12-18 15:53:24.863775,751.685369,30.6780398
2020-12-18 15:53:25.418806,751.679811,30.6736973
2020-12-18 15:53:25.968838,751.674284,30.6761287
2020-12-18 15:53:26.537870,751.661388,30.6816546
2020-12-18 15:53:27.090902,751.642375,30.6760551
2020-12-18 15:53:27.633933,751.630048,30.6828335
2020-12-18 15:53:28.190965,751.64007,30.682316
2020-12-18 15:53:28.732996,751.64206,30.6816525
2020-12-18 15:53:29.272027,751.640144,30.6812104
2020-12-18 15:53:29.816058,751.637806,30.6768634
2020-12-18 15:53:30.376090,751.630879,30.6789264
2020-12-18 15:53:30.916121,751.619825,30.6804014
2020-12-18 15:53:31.464152,751.616656,30.6772347
2020-12-18 15:53:32.006183,751.616488,30.6795925
2020-12-18 15:53:32.564215,751.613982,30.6784873
2020-12-18 15:53:33.121247,751.610519,30.6767927
2020-12-18 15:53:33.670278,751.606687,30.678193
2020-12-18 15:53:34.218310,751.598086,30.6791525
2020-12-18 15:53:34.757341,751.597644,30.6808472
2020-12-18 15:53:35.294371,751.592264,30.6773843
2020-12-18 15:53:35.832402,751.586369,30.676058
2020-12-18 15:53:36.387434,751.581778,30.6829102
2020-12-18 15:53:36.931465,751.56984,30.675455
2020-12-18 15:53:37.484497,751.546627,30.6794302
2020-12-18 15:53:38.039528,751.534615,30.678325
2020-12-18 15:53:38.592560,751.522288,30.6763357
2020-12-18 15:53:39.150592,751.516834,30.6814195
2020-12-18 15:53:39.698623,751.524277,30.6783237
2020-12-18 15:53:40.240654,751.533415,30.6795754
2020-12-18 15:53:40.785685,751.535258,30.6787649
2020-12-18 15:53:41.342717,751.534373,30.6758178
2020-12-18 15:53:41.898749,751.521698,30.6787649
2020-12-18 15:53:42.473782,751.510349,30.6803202
2020-12-18 15:53:43.013813,751.508708,30.6773851
2020-12-18 15:53:43.561844,751.50377,30.6755431
2020-12-18 15:53:44.103875,751.501486,30.6801112
2020-12-18 15:53:44.641906,751.503476,30.6897631
2020-12-18 15:53:45.203938,751.500894,30.6830585
2020-12-18 15:53:45.751969,751.503571,30.6888809
2020-12-18 15:53:46.294000,751.498339,30.6807028
2020-12-18 15:53:46.840032,751.489864,30.6857866
2020-12-18 15:53:47.390063,751.482568,30.6860813
2020-12-18 15:53:47.966096,751.475346,30.6874812
2020-12-18 15:53:48.506127,751.466724,30.6848288
2020-12-18 15:53:49.047158,751.464366,30.6759137
2020-12-18 15:53:49.590189,751.465803,30.6787871
2020-12-18 15:53:50.145221,751.451269,30.6852708
2020-12-18 15:53:50.699252,751.451711,30.6910915
2020-12-18 15:53:51.250284,751.451122,30.6742125
2020-12-18 15:53:51.808316,751.448911,30.6745712
2020-12-18 15:53:52.365348,751.436604,30.6767816
2020-12-18 15:53:52.940381,751.435278,30.6769289
2020-12-18 15:53:53.483412,751.433214,30.6737607
2020-12-18 15:53:54.039443,751.431446,30.6798762
2020-12-18 15:53:54.587475,751.430488,30.6744983
2020-12-18 15:53:55.137506,751.42894,30.6798032
2020-12-18 15:53:55.671537,751.421792,30.6778875
2020-12-18 15:53:56.224568,751.421718,30.6794348
2020-12-18 15:53:56.765599,751.417076,30.68054
2020-12-18 15:53:57.307630,751.407275,30.6751751
2020-12-18 15:53:57.871663,751.383103,30.676431
2020-12-18 15:53:58.434695,751.370644,30.6777572
2020-12-18 15:53:58.990727,751.361605,30.6740733
2020-12-18 15:53:59.540758,751.350183,30.6749575
2020-12-18 15:54:00.094790,751.345246,30.6761376
2020-12-18 15:54:00.651822,751.349741,30.681075
2020-12-18 15:54:01.202853,751.353721,30.6762858
2020-12-18 15:54:01.771886,751.360795,30.6745175
2020-12-18 15:54:02.329918,751.357921,30.6790119
2020-12-18 15:54:02.889950,751.356963,30.6814433
2020-12-18 15:54:03.437981,751.354109,30.6740755
2020-12-18 15:54:03.994013,751.354994,30.6790856
2020-12-18 15:54:04.559045,751.353078,30.6770963
2020-12-18 15:54:05.103076,751.353299,30.6740755
2020-12-18 15:54:05.651108,751.345099,30.6761391
2020-12-18 15:54:06.218140,751.342446,30.6873406
2020-12-18 15:54:06.763171,751.341561,30.6748889
2020-12-18 15:54:07.319203,751.335813,30.6803411
